arxiv_id_clean,cohort_day,cohort_size,Z1_logcompet,Z2_count,Z3_blockbuster,Z1p_othersub,ego_upvotes
2305.07027,2023-05-12,15,3.6635616461296463,14,0,3.6109179126442243,5
2305.07185,2023-05-14,3,2.0794415416798357,2,0,2.0794415416798357,10
2305.07243,2023-05-14,3,2.4849066497880004,2,0,2.4849066497880004,6
2305.07490,2023-05-14,3,2.833213344056216,2,0,2.833213344056216,1
2305.07153,2023-05-15,10,2.6390573296152584,9,0,2.6390573296152584,0
2305.07214,2023-05-15,10,2.5649493574615367,9,0,2.4849066497880004,1
2305.07378,2023-05-15,10,2.5649493574615367,9,0,2.5649493574615367,1
2305.07440,2023-05-15,10,2.5649493574615367,9,0,2.5649493574615367,1
2305.07447,2023-05-15,10,2.3978952727983707,9,0,2.3978952727983707,3
2305.07514,2023-05-15,10,2.5649493574615367,9,0,2.5649493574615367,1
2305.07558,2023-05-15,10,2.5649493574615367,9,0,2.4849066497880004,1
2305.07615,2023-05-15,10,2.5649493574615367,9,0,2.5649493574615367,1
2305.08379,2023-05-15,10,2.3978952727983707,9,0,2.302585092994046,3
2305.08850,2023-05-15,10,2.5649493574615367,9,0,2.302585092994046,1
2305.07677,2023-05-16,21,4.770684624465665,20,0,4.624972813284271,2
2305.07759,2023-05-16,21,4.30406509320417,20,0,4.174387269895637,46
2305.07804,2023-05-16,21,4.770684624465665,20,0,4.624972813284271,2
2305.07922,2023-05-16,21,4.736198448394496,20,0,4.736198448394496,6
2305.07961,2023-05-16,21,4.762173934797756,20,0,4.624972813284271,3
2305.07969,2023-05-16,21,4.77912349311153,20,0,4.624972813284271,1
2305.08275,2023-05-16,21,4.770684624465665,20,0,4.727387818712341,2
2305.08298,2023-05-16,21,4.762173934797756,20,0,4.74493212836325,3
2305.08596,2023-05-16,21,4.700480365792417,20,0,4.624972813284271,10
2305.08675,2023-05-16,21,4.770684624465665,20,0,4.727387818712341,2
2305.08677,2023-05-16,21,4.770684624465665,20,0,4.174387269895637,2
2305.08809,2023-05-16,21,4.770684624465665,20,0,4.74493212836325,2
2305.08810,2023-05-16,21,4.770684624465665,20,0,4.770684624465665,2
2305.08844,2023-05-16,21,4.77912349311153,20,0,4.77912349311153,1
2305.08848,2023-05-16,21,4.74493212836325,20,0,4.74493212836325,5
2305.09137,2023-05-16,21,4.770684624465665,20,0,4.770684624465665,2
2305.09148,2023-05-16,21,4.77912349311153,20,0,4.174387269895637,1
2305.09515,2023-05-16,21,4.762173934797756,20,0,4.762173934797756,3
2305.09617,2023-05-16,21,4.736198448394496,20,0,4.174387269895637,6
2305.09636,2023-05-16,21,4.653960350157523,20,0,4.653960350157523,15
2305.09662,2023-05-16,21,4.762173934797756,20,0,4.727387818712341,3
2305.08891,2023-05-17,6,2.70805020110221,5,0,2.5649493574615367,14
2305.09253,2023-05-17,6,3.2188758248682006,5,0,3.044522437723423,4
2305.09641,2023-05-17,6,3.2188758248682006,5,0,3.044522437723423,4
2305.09664,2023-05-17,6,3.295836866004329,5,0,3.295836866004329,2
2305.10400,2023-05-17,6,3.295836866004329,5,0,3.295836866004329,2
2305.10431,2023-05-17,6,3.295836866004329,5,0,2.5649493574615367,2
2305.09758,2023-05-18,14,3.8501476017100584,13,0,3.044522437723423,1
2305.09761,2023-05-18,14,3.8501476017100584,13,0,3.8501476017100584,1
2305.09764,2023-05-18,14,3.828641396489095,13,0,3.828641396489095,2
2305.09857,2023-05-18,14,3.6375861597263857,13,0,3.044522437723423,10
2305.09863,2023-05-18,14,3.8066624897703196,13,0,3.7612001156935624,3
2305.09975,2023-05-18,14,3.828641396489095,13,0,3.044522437723423,2
2305.10005,2023-05-18,14,3.784189633918261,13,0,3.784189633918261,4
2305.10018,2023-05-18,14,3.8501476017100584,13,0,3.7612001156935624,1
2305.10142,2023-05-18,14,3.8501476017100584,13,0,3.044522437723423,1
2305.10266,2023-05-18,14,3.8501476017100584,13,0,3.7612001156935624,1
2305.10320,2023-05-18,14,3.8501476017100584,13,0,3.8501476017100584,1
2305.10403,2023-05-18,14,3.6888794541139363,13,0,3.044522437723423,8
2305.10425,2023-05-18,14,3.713572066704308,13,0,3.713572066704308,7
2305.10429,2023-05-18,14,3.7612001156935624,13,0,3.044522437723423,5
2305.10434,2023-05-19,19,4.718498871295094,18,0,4.382026634673881,4
2305.10474,2023-05-19,19,4.74493212836325,18,0,4.382026634673881,1
2305.10601,2023-05-19,19,4.61512051684126,18,0,4.61512051684126,15
