arxiv_id_clean,max_appear_total,max_appear_prior
2502.16825,33,18
2502.14855,30,17
2502.18302,17,5
2502.17092,3,2
2502.17814,12,9
2502.15612,0,0
2502.18316,2,2
2502.17422,2,1
2502.16794,3,1
2502.17535,56,32
2502.17425,46,24
2502.15499,63,29
2502.18461,23,5
2502.16069,6,1
2502.17262,10,2
2502.18364,34,22
2502.17363,12,8
2502.18137,35,20
2502.18411,83,41
2502.18449,16,12
2502.18356,3,3
2502.19187,27,10
2502.19312,25,23
2502.20311,1,1
2502.19261,4,2
2502.15885,28,12
2502.16284,31,11
2502.18779,30,18
2502.17540,12,7
2502.19204,37,13
2502.16776,47,17
2502.19279,83,42
2502.19870,15,9
2502.19414,25,13
2502.18417,16,6
2502.18864,22,11
2502.19400,68,38
2502.18772,25,14
2502.17955,12,6
2502.18934,1,1
2502.19361,96,47
2502.18906,53,29
2502.19328,36,20
2502.19413,17,12
2502.18418,17,12
2502.19459,35,24
2502.20378,46,25
2502.18197,12,6
2502.20127,3,2
2502.16111,27,11
2502.19735,14,7
2502.16750,1,0
2502.16944,53,30
2502.17355,7,6
2502.20388,24,13
2502.16645,22,11
2502.20126,4,3
2502.19613,22,8
2502.20307,30,20
2502.20395,47,20
2502.19587,4,1
2502.19634,23,7
2502.20321,23,12
2502.20172,51,24
2502.20238,68,35
2502.20082,52,29
2502.20969,11,6
2502.21291,55,25
2502.20490,23,12
2502.19731,4,2
2502.20900,10,4
2502.20811,51,23
2502.19577,0,0
2502.20583,5,3
2502.17941,3,2
2502.20396,24,17
2502.18017,37,7
2502.20545,14,8
2502.21318,0,0
2502.20380,9,5
2502.20730,91,45
2502.18600,3,3
2503.00808,32,17
2502.17125,0,0
2503.01506,63,30
2503.01295,32,18
2503.00455,3,3
2503.01714,10,3
2503.01103,35,21
2503.00729,23,6
2502.19402,7,6
2503.02379,12,7
2502.16779,35,15
2502.20383,18,13
2503.01820,54,25
2503.01063,11,7
2503.00501,8,3
2503.01739,32,15
2503.00784,42,19
2503.00714,2,1
2503.01743,77,29
2503.01785,108,62
2503.01774,57,32
2502.18890,35,20
2503.01183,18,3
2503.01307,9,8
2503.01688,0,0
2503.01496,45,16
2503.01370,17,5
2503.00031,10,5
2503.01807,20,11
2502.18965,16,1
2503.02783,26,19
2503.02197,47,21
2503.01342,25,8
2502.14856,57,36
2503.02357,38,14
2503.02812,14,8
2503.02876,2,1
2503.02304,23,8
2503.02152,7,2
2503.02823,0,0
2503.01842,19,9
2503.00876,15,9
2503.02878,3,2
2503.01328,21,11
2503.02537,63,24
2503.01935,36,12
2503.00955,3,2
2503.00735,1,0
2503.02879,15,4
2503.02846,108,63
2503.02682,13,8
2503.03651,57,33
2503.02268,37,14
2503.02368,13,4
2503.00200,22,20
2503.00069,17,9
2502.18860,41,21
2503.00502,13,0
2503.01372,3,1
2503.02924,3,0
2503.01449,8,5
2503.01763,8,3
2503.02954,3,1
2503.01378,0,0
2503.01729,1,0
2503.03044,5,3
2503.00307,5,4
2503.00865,33,20
2503.01933,3,3
2503.03278,10,2
2503.01836,15,6
2503.00329,68,39
2503.03751,28,19
2503.02951,77,30
2503.03746,31,21
2503.02003,7,3
2502.20317,45,21
2503.01917,22,7
2503.04378,12,5
2503.04606,24,21
2503.02495,0,0
2503.04094,5,3
2503.04369,26,9
2503.03962,3,1
2503.02191,2,0
2503.01901,35,22
2503.04222,14,10
2503.01375,14,4
2503.04725,25,8
2503.04598,63,31
2503.02972,6,4
2502.20258,5,1
2503.03983,38,19
2503.03803,118,69
2503.04724,25,16
2503.04130,45,22
2503.04625,51,25
2503.04644,30,8
2503.05315,41,24
2503.05652,39,25
2503.01840,31,12
2503.04548,28,10
2503.04504,0,0
2503.01713,12,4
2503.04359,29,17
2503.04872,19,14
2502.18968,6,3
2503.04824,26,20
2503.04808,30,24
2503.05447,45,17
2503.05638,81,58
2503.05592,28,10
2503.05639,81,58
2503.02130,9,5
2503.05379,14,12
2503.05179,22,7
2503.05085,35,21
2503.05132,47,22
2503.05500,11,6
2503.05236,69,37
2502.21263,10,3
2503.04957,17,10
2503.06885,17,12
2503.07265,28,16
2503.07595,0,0
2503.07603,17,13
2503.07274,7,3
2503.06121,1,1
2503.06141,54,24
2503.06626,27,11
2503.06698,4,1
2503.03499,4,0
2503.05283,5,4
2503.07597,49,30
2503.06960,34,13
2503.06362,6,0
2503.05578,7,4
2502.20475,6,2
2503.02819,5,5
2503.07426,25,15
2503.07413,11,6
2503.05641,54,26
2503.05265,0,0
2503.03511,10,6
2503.06273,13,10
2503.07389,9,3
2503.05856,1,1
2503.07002,7,4
2503.07507,46,26
2503.02199,12,3
2503.03601,9,5
2503.07605,13,6
2503.07365,113,72
2503.07598,35,25
2503.07067,7,3
2503.07216,22,8
2503.06749,8,3
2503.07027,19,6
2503.04973,9,6
2503.07608,23,13
2503.07314,57,34
2503.06680,55,26
2503.06580,13,8
2503.04629,42,18
2503.07465,6,1
2503.04812,45,18
2503.07459,33,13
2503.07334,20,10
2503.07602,25,15
2503.07197,27,9
2503.05244,91,46
2503.06520,19,9
2503.10620,5,3
2503.08111,7,3
2503.06553,44,21
2503.06542,44,21
2503.11958,3,1
2503.05689,19,10
2503.11207,3,2
2503.09279,47,14
2503.10684,19,6
2503.09330,3,1
2503.06674,6,2
2503.11629,5,3
2503.10696,44,21
2503.11579,96,48
2503.10632,40,16
2503.10624,10,9
2503.11576,1,1
2503.11647,69,40
2503.07677,2,0
2503.11069,29,20
2503.11651,24,16
2503.11224,36,12
2503.10772,14,13
2503.10970,4,1
2503.11514,17,7
2503.10781,14,9
2503.11646,77,48
2503.12964,33,14
2503.13070,10,5
2503.11412,63,15
2503.10719,7,3
2503.13369,5,5
2503.13082,9,3
2503.12720,12,7
2503.12528,3,1
2503.06269,0,0
2503.12530,3,1
2503.10704,29,10
2503.11495,55,27
2503.08153,15,7
2503.13435,39,20
2503.11751,16,13
2503.06053,5,3
2503.12533,7,5
2503.12349,33,26
2503.12885,32,16
2503.12590,13,6
2503.12937,18,6
2503.13327,57,35
2503.13434,81,60
2503.13399,15,10
2503.13444,57,35
2503.12605,118,70
2503.08893,30,23
2503.09443,0,0
2503.13111,23,13
2503.12545,44,24
2503.12303,43,31
2503.13661,2,1
2503.08683,4,0
2503.10410,7,1
2503.10284,12,1
2503.14002,0,0
2503.12127,0,0
2503.10546,8,7
2503.12271,14,4
2503.10905,8,3
2503.14151,19,10
2503.14495,36,21
2503.14378,57,37
2503.14456,5,3
2503.14476,37,15
2503.12505,44,24
2503.14478,108,64
2503.12797,43,31
2503.10522,33,22
2503.13424,34,15
2503.14504,32,13
2503.14125,17,10
2503.14492,28,20
2503.14499,8,1
2503.13265,96,49
2503.12355,44,23
2503.12329,10,4
2503.12769,3,1
2503.14505,5,4
2503.14830,35,26
2503.14434,5,1
2503.15450,32,19
2503.12963,12,10
2503.15055,0,0
2503.13553,1,0
2503.13517,4,3
2503.13360,9,5
2503.15478,38,30
2503.13288,19,12
2503.15354,13,8
2503.14868,6,3
2503.15264,108,65
2503.11557,23,8
2503.14891,64,27
2503.15417,10,5
2503.11227,18,6
2503.15475,7,7
2503.15265,35,23
2503.15485,44,24
2503.12532,19,10
2503.13891,38,8
2503.16055,4,1
2503.16194,44,26
2503.16188,44,26
2503.15851,0,0
2503.15242,16,13
2503.16421,54,25
2503.16278,24,5
2503.13356,32,14
2503.15567,57,37
2503.14201,1,1
2503.14237,32,16
2503.13834,1,1
2503.12689,10,8
2503.09949,16,8
2503.07906,27,24
2503.16031,2,0
2503.15672,4,3
2503.11509,4,3
2503.16091,0,0
2503.16322,46,27
2503.15855,5,4
2503.16429,33,16
2503.16375,1,1
2503.16356,41,18
2503.16416,33,13
2503.13358,9,6
2503.16419,7,2
2503.15299,10,6
2503.16219,3,0
2503.15558,21,12
2503.16302,35,16
2503.16397,8,6
2503.16365,19,7
2503.16418,3,2
2503.10625,14,13
2503.13657,31,23
2503.16257,33,12
2503.16252,13,3
2503.16428,39,19
2503.16422,46,27
2503.16425,24,12
2503.16057,17,11
2503.16413,25,18
2503.16212,64,29
2503.16420,24,17
2503.14487,69,41
2503.15451,16,12
2503.16867,35,13
2503.17095,2,1
2503.16282,7,5
2503.16423,9,6
2503.16921,19,12
2503.17069,38,10
2503.11572,0,0
2503.12821,45,18
2503.14607,16,7
2503.17287,8,2
2503.16025,11,9
2503.17352,38,15
2503.16983,16,10
2503.16549,32,17
2503.16660,16,7
2503.17407,96,50
2503.16874,18,7
2503.16905,18,7
2503.17126,1,1
2503.16430,52,24
2503.17032,1,0
2503.16408,52,24
2503.18470,6,1
2503.17422,2,1
2503.15879,4,1
2503.18559,19,13
2503.17500,2,0
2503.18018,0,0
2503.17760,17,11
2503.18406,1,0
2503.16426,5,4
2503.17735,45,20
2503.18494,0,0
2503.18674,0,0
2503.14774,3,2
2503.13074,4,2
2503.18476,1,0
2503.16709,16,9
2503.18352,14,9
2503.18071,9,6
2503.14428,20,8
2503.18033,11,10
2503.18940,36,22
2503.18769,5,2
2503.18942,19,9
2503.17359,69,42
2503.18892,35,20
2503.18945,34,11
2503.18813,19,9
2503.18102,6,1
2503.18886,118,71
2503.18878,14,5
2503.18908,5,3
2503.18013,52,30
2503.18948,24,13
2503.17439,64,30
2503.18923,96,51
2503.16924,9,5
2503.18866,11,7
2503.17811,6,2
2503.17489,15,6
2503.17361,4,3
2503.11849,25,16
2503.20110,5,4
2503.19207,14,13
2503.17237,0,0
2503.17982,0,0
2503.16965,13,5
2503.19355,8,4
2503.18673,3,2
2503.16776,4,3
2503.19356,5,3
2503.19123,31,22
2503.18783,5,0
2503.19777,3,1
2503.18893,6,4
2503.18712,0,0
2503.19041,41,19
2503.19910,10,8
2503.04919,23,13
2503.19881,20,11
2503.19903,45,25
2503.19385,7,2
2503.19622,15,5
2503.18931,22,8
2503.19855,13,3
2503.14905,64,31
2503.19325,57,38
2503.19470,52,31
2503.18446,6,1
2503.19065,11,5
2503.19907,69,43
2503.17973,8,8
2503.15667,47,15
2503.13964,21,14
2503.19846,4,2
2503.16870,7,4
2503.17358,6,4
2503.20198,39,23
2503.18929,10,8
2503.20731,0,0
2503.19953,39,26
2503.17970,68,36
2503.15893,11,3
2503.10997,1,0
2503.20271,25,12
2503.20220,24,14
2503.20756,41,21
2503.19950,6,3
2503.20641,4,2
2503.20215,51,26
2503.19462,113,73
2503.19786,41,19
2503.19757,113,73
2503.20201,6,4
2503.19990,83,45
2503.20314,78,35
2503.20240,7,3
2503.19480,81,61
2503.20672,22,15
2503.20757,33,14
2503.20020,41,21
2503.20822,16,9
2503.21541,1,1
2503.19904,24,18
2503.20578,2,1
2503.21088,41,22
2503.20853,10,6
2503.21780,16,13
2503.20776,33,27
2503.21765,25,18
2503.21774,24,14
2503.20990,14,7
2503.21749,113,75
2503.21758,113,75
2503.21696,40,17
2503.21144,17,14
2503.21729,36,21
2503.21755,118,75
2503.21380,28,13
2503.21620,77,49
2503.21776,35,22
2503.21460,22,12
2503.21248,51,23
2503.22329,2,1
2503.22236,9,4
2503.21751,15,10
2503.21732,51,24
2503.21779,12,8
2503.17827,27,12
2503.18968,6,3
2503.22625,23,13
2503.21544,5,4
2503.21851,9,5
2503.22268,23,15
2503.22622,10,6
2503.20785,118,73
2503.20308,1,1
2503.21332,3,3
2503.19108,3,1
2503.22194,7,4
2503.16081,57,38
2503.22675,13,2
2503.21614,45,19
2503.22230,23,9
2503.19693,9,5
2503.21821,33,15
2503.19906,33,21
2503.24391,17,6
2503.23022,51,25
2503.22677,24,19
2503.14941,28,17
2503.22668,7,6
2503.23730,2,1
2503.20286,47,16
2503.19794,8,4
2503.18225,5,2
2503.18809,0,0
2503.23913,38,18
2503.24115,7,2
2503.23307,68,41
2503.21694,49,31
2503.22673,68,36
2503.23461,63,33
2503.24290,25,10
2503.23077,15,6
2503.19901,27,16
2503.24235,21,8
2503.24388,83,46
2503.23829,50,27
2503.23284,69,44
2503.24370,35,21
2503.24364,4,2
2503.22655,15,6
2504.00869,17,8
2503.24377,54,26
2503.22952,35,22
2504.01005,25,14
2504.00557,14,7
2504.00294,24,15
2503.24210,5,4
2503.23157,7,5
2503.23361,77,31
2503.21860,29,20
2504.01019,1,1
2503.24219,0,0
2503.23733,91,47
2503.23434,68,42
2504.00072,14,11
2504.00509,8,2
2504.01833,11,7
2504.00050,12,5
2504.00927,38,25
2503.24376,81,62
2504.00595,15,6
2503.23145,20,5
2503.24379,69,45
2504.01016,81,62
2504.00698,17,13
2503.22165,14,8
2504.00906,24,12
2504.00810,33,16
2504.01017,27,12
2502.18924,24,12
2504.01308,11,4
2503.23573,5,0
2503.23135,6,2
2503.23798,9,5
2504.00406,2,1
2503.18950,4,3
2504.01201,3,1
2503.18817,0,0
2503.22879,5,2
2405.20216,0,0
2504.01204,21,12
2504.01848,5,5
2503.23368,40,11
2504.01956,13,7
2504.00824,68,43
2503.20783,29,12
2504.00883,16,4
2504.01724,3,2
2504.01014,81,64
2504.00999,22,12
2504.01934,33,17
2504.02119,41,23
2504.00891,36,14
2504.01871,4,1
2503.22444,13,9
2504.01955,20,16
2503.23162,28,18
2503.23542,1,0
2504.02012,22,9
2504.01943,8,3
2504.02821,5,3
2504.02154,19,4
2503.23377,55,29
2504.02398,21,13
2504.01990,28,17
2504.02826,47,26
2504.02495,77,33
2504.02782,64,33
2504.02507,2,2
2504.02542,27,11
2504.02436,54,28
2504.00939,17,13
2504.02587,33,16
2504.00502,16,10
2504.03600,17,8
2504.00396,63,21
2504.02534,0,0
2504.03597,1,1
2504.02402,16,12
2503.24310,1,0
2504.01328,24,12
2504.03011,13,7
2504.03536,11,4
2504.03641,32,15
2503.22738,56,34
2504.03561,91,48
2504.03601,68,37
2503.24067,45,20
2504.02949,9,6
2504.03553,91,48
2504.02807,15,7
2504.02605,35,16
2504.02882,1,1
2504.03875,5,1
2504.03964,0,0
2504.03947,4,3
2504.04155,8,2
2504.03790,31,23
2504.03770,17,10
2504.02812,4,3
2504.04152,8,2
2504.03193,22,10
2504.05304,43,29
2504.03151,27,13
2504.05299,11,8
2504.05298,67,31
2504.04022,6,3
2504.04718,5,2
2504.05305,12,3
2504.04715,20,8
2504.05118,37,16
2504.02828,9,7
2504.05288,15,7
2504.04823,14,7
2504.07079,32,25
2504.03755,2,1
2504.02792,5,4
2504.06122,51,31
2504.00043,22,20
2504.05520,47,23
2504.05594,57,39
2503.20533,5,4
2504.06232,108,66
2504.02160,18,7
2504.02810,26,9
2504.05897,8,2
2504.05535,96,52
2504.05979,33,12
2504.05599,77,34
2504.06261,14,7
2504.06263,34,11
2504.06148,39,24
2504.04010,5,3
2504.03886,9,7
2504.07092,13,9
2504.06958,113,78
2504.05523,9,6
2504.06947,1,1
2504.05410,4,4
2504.05287,7,1
2504.05541,27,14
2504.06719,1,0
2504.07086,13,9
2504.07089,40,28
2504.07083,118,74
2504.07081,13,12
2504.07046,33,14
2504.04842,6,3
2504.06514,47,24
2504.05741,32,17
2504.07096,67,32
2504.06801,3,1
2504.05579,32,18
2504.07961,24,20
2504.06752,3,1
2504.04974,47,25
2504.07830,4,2
2504.07934,39,25
2504.07943,52,29
2504.07951,7,4
2504.07957,108,68
2504.07956,16,8
2504.07960,35,29
2504.07964,47,25
2504.07128,17,11
2504.07491,68,37
2504.08716,8,5
2504.01883,7,5
2504.08641,54,27
2504.06908,6,6
2504.01786,23,16
2504.05303,14,12
2504.08366,68,38
2504.08192,7,5
2504.07891,7,3
2504.05262,12,3
2504.08635,0,0
2504.07866,55,30
2504.08727,28,22
2504.07963,60,43
2504.08591,27,15
2504.08600,4,3
2504.07615,8,3
2504.08388,26,18
2504.08736,52,30
2504.08685,54,29
2504.07405,5,2
2504.09858,13,10
2504.09763,54,28
2504.09130,42,20
2504.10415,2,1
2504.09522,11,7
2504.05782,44,29
2504.09689,36,23
2504.09518,28,9
2504.08120,3,1
2504.03767,0,0
2504.09513,28,5
2504.10430,53,31
2504.09641,4,2
2504.10449,11,10
2504.10157,45,21
2504.10127,20,9
2504.10479,113,79
2504.08791,6,3
2504.08003,3,0
2504.09925,64,34
2504.09643,1,0
2504.08837,68,44
2504.08942,17,12
2504.10368,5,4
2504.08066,10,8
2504.10471,37,27
2504.09710,9,5
2504.10068,60,32
2504.08846,9,5
2504.10342,32,26
2504.09454,49,32
2504.10277,1,0
2504.11409,45,25
2504.11326,33,16
2504.10188,11,5
2504.11042,5,3
2504.06949,9,6
2504.10049,0,0
2504.11457,13,6
2504.11080,1,0
2504.11447,36,24
2504.11456,54,30
2504.10443,35,18
2504.11455,22,9
2504.10481,39,22
2504.11346,54,32
2504.08672,20,13
2504.10559,29,13
2504.10337,2,0
2504.11442,30,13
2504.10766,47,27
2504.10903,46,29
2504.11427,10,5
2504.11393,31,25
2504.11343,68,38
2504.11001,5,3
2504.10462,33,26
2504.10465,33,26
2504.11952,4,3
2504.09346,1,0
2504.09048,2,1
2504.13128,9,6
2504.12264,1,1
2504.11092,6,3
2504.09566,13,7
2504.09081,12,7
2504.10326,9,7
2504.10483,27,13
2504.12240,81,65
2504.11468,25,13
2504.10514,47,28
2504.11536,96,53
2504.12285,69,49
2504.09702,22,9
2504.12395,18,7
2504.13145,47,29
2504.07959,6,2
2504.12157,19,6
2504.12782,4,1
2504.13079,54,29
2504.12563,1,0
2504.09228,1,1
2504.13171,45,24
2504.13143,25,14
2504.13055,29,14
2504.13180,25,17
2504.13146,4,3
2504.13161,45,26
2504.12626,6,3
2504.13169,44,26
2504.13181,12,9
2504.13122,9,6
2504.11651,7,3
2504.12322,64,36
2504.05506,19,11
2504.12364,32,20
2504.12369,24,11
2504.13072,12,8
2504.13677,3,2
2504.13519,0,0
2504.12083,1,0
2504.13359,26,10
2504.13626,7,2
2504.09621,0,0
2504.10823,22,10
2504.13173,6,4
2504.13828,33,17
2504.13157,15,9
2504.11833,29,18
2504.13835,83,48
2504.11544,20,12
2504.13837,17,12
2504.13816,68,39
2504.15270,57,39
2504.15217,4,4
2504.13805,33,16
2504.13099,8,0
2504.14717,10,7
2504.13941,67,33
2504.14032,9,7
2504.15266,3,1
2504.10642,3,1
2504.14738,1,1
2504.12186,5,4
2504.08902,3,3
2504.14239,12,8
2504.15047,3,1
2504.14655,25,15
2504.14899,22,7
2504.14945,45,21
2504.13958,36,14
2504.15257,29,15
2504.14870,36,14
2504.13203,67,33
2504.15271,45,27
2504.14396,16,7
2504.15133,41,25
2504.13367,18,16
2504.15280,11,5
2504.15281,38,17
2504.14603,29,21
2504.13162,52,31
2504.14735,12,7
2504.15524,49,33
2504.15485,54,30
2504.16082,10,7
2504.14977,22,8
2504.15681,16,10
2504.16080,77,52
2504.13820,17,13
2504.14992,19,12
2504.11703,20,9
2504.15785,47,30
2504.16084,36,15
2504.16072,44,27
2504.15521,16,9
2504.15120,4,0
2504.16030,57,40
2504.14538,69,46
2504.15415,96,54
2504.15466,44,27
2504.16078,11,11
2504.16145,13,1
2504.16801,32,15
2504.10419,4,3
2504.15254,5,2
2504.13263,9,5
2504.15707,5,1
2504.11919,0,0
2504.15585,77,35
2504.16915,18,9
2504.16891,6,1
2504.16929,11,11
2504.16074,20,10
2504.15431,4,4
2504.14509,18,8
2504.15777,9,6
2504.15279,34,20
2504.15843,26,12
2504.17343,31,19
2504.17040,68,39
2504.16921,0,0
2504.17601,0,0
2504.15921,9,6
2504.17788,21,14
2504.16064,4,1
2504.17069,14,7
2504.17414,22,9
2504.17192,22,10
2504.16511,31,10
2504.17789,25,13
2504.17670,8,5
2504.17207,23,18
2504.17432,15,9
2504.17502,14,10
2504.17761,54,32
2504.16828,27,16
2504.12080,33,17
2504.15716,37,17
2504.17816,11,5
2504.17768,10,10
2504.18225,2,2
2504.17025,5,5
2504.16427,45,21
2504.18425,24,23
2504.17821,33,15
2504.18415,69,50
2504.16656,77,36
2504.15376,27,17
2504.19395,11,4
2504.19144,21,10
2504.15780,113,80
2504.19062,24,13
2504.19854,23,15
2504.16083,45,35
2504.17258,6,1
2504.19724,15,8
2504.19093,64,37
2504.19162,19,9
2504.19838,77,53
2504.18919,6,5
2504.19413,2,1
2504.18589,40,19
2504.20630,24,14
2504.20769,4,2
2504.17838,9,8
2504.18942,4,1
2504.20114,11,4
2504.16272,4,1
2504.18738,8,1
2504.18087,15,8
2504.20073,67,35
2504.20995,27,18
2504.16046,17,14
2504.20996,15,8
2504.20690,32,19
2504.20157,4,1
2504.20595,42,31
2504.20734,22,11
2504.20879,17,14
2504.20571,45,36
2504.20998,14,8
2504.19043,3,0
2504.21336,35,12
2504.18904,39,21
2504.19720,33,16
2504.21855,24,15
2504.21039,3,2
2504.19056,4,1
2504.20966,13,7
2504.21850,4,2
2505.00551,53,33
2504.21233,45,37
2504.21318,24,17
2504.21635,4,1
2504.21776,30,15
2504.20708,27,13
2504.19394,1,1
2505.00534,1,0
2504.18715,2,0
2504.18983,68,40
2504.20406,47,31
2504.20605,0,0
2505.00234,2,2
2505.00497,6,2
2505.00703,77,54
2504.21853,69,47
2505.00662,28,15
2504.21659,18,10
2504.20859,1,1
2505.01490,27,17
2505.00023,41,26
2505.00174,0,0
2505.00562,3,2
2505.01079,5,2
2504.20438,23,14
2505.00949,38,23
2504.21117,21,11
2505.02094,33,22
2505.01548,0,0
2505.01456,54,32
2505.02005,18,6
2505.02130,1,0
2505.02823,18,10
2505.01583,11,5
2505.01043,24,15
2505.02370,38,18
2505.02471,27,12
2505.02156,91,50
2505.02387,45,23
2505.02391,22,10
2505.02707,9,6
2505.02222,6,4
2505.01658,1,1
2504.20752,2,0
2505.02735,96,55
2505.02835,52,32
2505.02819,4,2
2505.01441,4,1
2505.02625,7,3
2504.18373,1,1
2505.03368,1,0
2505.02311,4,2
2505.04110,11,8
2505.03052,18,12
2505.03164,41,27
2505.02836,21,15
2505.00212,11,7
2505.03739,22,14
2504.21650,28,20
2505.02872,1,1
2505.03735,17,14
2505.02214,6,3
2505.03730,81,66
2505.02922,52,33
2505.03005,4,4
2505.03318,69,40
2505.03335,35,25
2504.21798,26,16
2505.03418,41,26
2505.03570,0,0
2505.01449,11,7
2505.03912,77,37
2505.02393,1,0
2505.03538,17,7
2505.03105,0,0
2505.02820,23,15
2505.04606,6,2
2505.04601,25,15
2505.04364,28,16
2505.03821,1,1
2505.00358,7,3
2505.04622,14,10
2505.04528,20,13
2505.04512,18,5
2505.04588,91,51
2505.02567,14,5
2505.04842,15,12
2505.05064,9,4
2505.04769,8,2
2505.02363,11,6
2505.03422,22,15
2504.19314,12,9
2505.05327,13,9
2505.04955,10,9
2505.05467,12,9
2505.05408,37,29
2505.03981,15,12
2505.05071,42,22
2505.05474,118,75
2505.05315,68,40
2505.05469,15,11
2505.02847,39,22
2505.04620,33,18
2505.05470,69,48
2505.04921,33,17
2505.05288,11,6
2504.21467,0,0
2505.05621,14,10
2505.06046,2,2
2505.02686,5,3
2505.06111,60,44
2505.02410,3,2
2505.02550,3,2
2505.05026,67,36
2505.06176,3,2
2505.04918,1,1
2505.06324,41,28
2505.07793,18,9
2505.07819,13,10
2505.04066,8,5
2505.07086,3,2
2505.07233,16,7
2505.00612,4,3
2505.07260,13,6
2505.07596,13,6
2505.07812,45,22
2505.07818,60,45
2505.03733,77,55
2505.07062,54,33
2505.07291,3,2
2505.07747,47,20
2505.07787,35,23
2505.07608,51,35
2505.07263,77,38
2505.06548,5,2
2505.07293,96,56
2505.07796,22,13
2505.07447,12,10
2505.09027,2,2
2505.07416,0,0
2505.08445,8,1
2505.08665,1,0
2505.08727,2,2
2505.08638,2,1
2505.08712,34,7
2505.07215,6,5
2505.05464,35,18
2505.07591,53,34
2505.08751,17,15
2505.08311,13,5
2505.08175,20,14
2505.07916,21,14
2504.21475,8,1
2505.07849,68,41
2505.08084,45,22
2505.08910,13,9
2505.05587,33,28
2505.04793,0,0
2505.06356,5,4
2505.08455,1,1
2505.09439,18,10
2505.10557,77,56
2505.08787,6,3
2502.12894,15,12
2505.09358,56,36
2505.09608,9,9
2505.04410,12,6
2505.09343,12,11
2505.09568,68,41
2505.09558,51,27
2505.09738,0,0
2505.10046,27,15
2505.08581,6,4
2505.10566,13,8
2505.10167,1,1
2505.09264,3,0
2505.09601,8,7
2505.09265,3,0
2505.10468,8,3
2505.09263,16,11
2505.07096,6,5
2505.09926,21,12
2505.10565,33,18
2505.09990,39,26
2505.10475,51,28
2505.10554,68,43
2505.10558,13,8
2505.09666,22,12
2505.08617,45,26
2505.10185,32,27
2505.10527,91,52
2505.09723,77,57
2505.10562,22,15
2505.09694,29,22
2505.07782,31,24
2505.06027,4,2
2505.10320,38,26
2505.11493,23,14
2505.05678,4,4
2505.11011,0,0
2505.11152,4,2
2505.10852,2,1
2505.10496,2,2
2505.09924,0,0
2505.11315,12,8
2505.10769,1,0
2505.11140,4,4
2505.11409,6,3
2505.11480,20,9
2505.10962,50,29
2505.11049,15,8
2505.10610,36,20
2505.09388,91,53
2505.07675,22,13
2505.11427,3,3
2505.10518,4,3
2505.11107,2,0
2505.10238,14,12
2505.11484,3,1
2505.13181,45,23
2505.12120,2,2
2505.12849,19,15
2505.11733,26,11
2505.03332,2,0
2505.12058,0,0
2505.11475,12,7
2505.11988,9,7
2505.11497,23,15
2505.12996,45,23
2505.12973,3,2
2505.12872,3,1
2505.12781,14,9
2505.10420,3,3
2505.12257,2,0
2505.13511,11,9
2505.11855,15,12
2505.10831,23,16
2505.13388,9,7
2505.13437,3,3
2505.13444,5,3
2505.11820,24,24
2505.13417,36,23
2505.11896,23,14
2505.13379,46,30
2505.11254,22,14
2505.13227,68,44
2505.12082,19,9
2505.13389,68,41
2505.13215,9,6
2505.13180,10,6
2505.13308,35,26
2505.13427,60,46
2505.13840,45,38
2505.12504,31,27
2505.12992,68,44
2505.12805,22,14
2505.12346,32,20
2505.12081,19,11
2505.11932,30,17
2505.07704,10,6
2505.11966,13,6
2505.13103,19,10
2505.09569,16,9
2505.11365,1,1
2505.14534,19,10
2505.12182,6,5
2505.13988,5,4
2505.13778,11,6
2505.14352,10,6
2505.13718,1,1
2505.13380,3,3
2505.13010,2,0
2505.14633,67,37
2505.12306,36,21
2505.10588,0,0
2505.12154,19,7
2505.10176,45,18
2505.14178,14,5
2505.13731,22,8
2505.11754,5,1
2505.14680,28,18
2505.14467,0,0
2505.06914,2,1
2505.11730,1,0
2505.14556,1,1
2505.12448,77,39
2505.13946,22,8
2505.14683,17,13
2505.13430,5,1
2505.14674,69,51
2505.13438,29,16
2505.13138,12,10
2505.14460,49,35
2505.14246,108,70
2505.14513,2,1
2505.04388,2,2
2505.14652,96,57
2505.14631,69,51
2505.11594,35,24
2505.13866,4,2
2505.14489,16,10
2505.14648,4,2
2505.14681,50,30
2505.14673,24,12
2505.14464,13,6
2505.13547,55,32
2505.14677,47,32
2505.14135,31,14
2505.14640,96,57
2505.13559,4,1
2505.15406,28,8
2505.14827,45,39
2505.15524,35,19
2505.12650,51,27
2505.15134,27,17
2505.14157,5,4
2505.15791,15,8
2505.15034,5,5
2505.11454,9,8
2505.15816,118,76
2505.15141,29,17
2505.15047,8,4
2505.14818,3,2
2505.14336,6,3
2505.14101,1,1
2505.14887,1,1
2505.14990,6,4
2505.13529,24,18
2505.11080,8,4
2505.15404,24,18
2505.15776,42,21
2505.15779,44,31
2505.15277,16,10
2505.15809,36,25
2505.14302,60,47
2505.15045,33,17
2505.14231,17,12
2505.14766,2,1
2505.15612,35,19
2505.14357,24,11
2505.15765,24,13
2505.13909,33,19
2505.15146,68,42
2505.15400,47,21
2505.11196,13,9
2505.13934,24,11
2505.15781,46,31
2505.15656,24,18
2505.15817,9,7
2505.15210,16,13
2505.15778,24,14
2505.15801,77,40
2505.15960,14,7
2505.16192,91,54
2505.11711,27,18
2505.17015,108,71
