arxiv_id_clean,max_appear_total,max_appear_prior
2406.14835,8,1
2406.13527,33,14
2406.14596,10,3
2406.14805,41,4
2406.11617,23,5
2406.14035,1,0
2406.15275,12,6
2406.15319,68,23
2406.12624,2,0
2406.14213,9,2
2406.15252,96,23
2406.14938,0,0
2406.14599,16,9
2406.13457,2,0
2406.15193,23,5
2406.14393,29,12
2406.14783,0,0
2406.16815,5,2
2406.16714,40,13
2406.16254,10,5
2406.14051,1,1
2406.16008,39,10
2406.16235,8,3
2406.14540,5,1
2406.13632,15,9
2406.16683,3,3
2406.16772,33,6
2406.15704,55,11
2406.15927,6,3
2406.15718,57,15
2406.16747,15,3
2406.16860,27,7
2406.15877,37,15
2406.16048,6,1
2406.16852,118,33
2406.16260,46,6
2406.16855,25,5
2406.16768,14,7
2406.16690,19,8
2406.16758,7,1
2406.14833,30,15
2406.16338,29,6
2406.16377,25,8
2406.17055,7,2
2406.17563,4,1
2406.15279,42,11
2406.17660,7,2
2406.15339,81,40
2406.13144,8,1
2406.16863,118,34
2406.16678,6,2
2406.17588,96,25
2406.17758,83,14
2406.17770,83,14
2406.17763,6,4
2406.17636,1,0
2406.17245,30,16
2406.16273,0,0
2406.17557,11,4
2406.17419,91,15
2406.18518,68,16
2406.18510,67,20
2406.16979,0,0
2406.15334,44,13
2406.17294,33,8
2406.17565,10,1
2406.18532,45,7
2406.18530,20,5
2406.18495,67,20
2406.18219,30,17
2406.18522,28,6
2406.18521,15,6
2406.18082,17,7
2406.16793,8,0
2406.16341,8,1
2406.17513,4,1
2406.18125,11,0
2406.18676,30,3
2406.18120,11,0
2406.10900,47,8
2406.19223,5,1
2406.08316,9,2
2406.14909,45,6
2406.19263,28,7
2406.19395,4,1
2406.19314,25,16
2406.19227,36,5
2406.19215,36,5
2406.19226,57,16
2406.18790,1,1
2406.18629,19,4
2406.19389,33,11
2406.14629,45,6
2406.16845,15,5
2407.00617,50,8
2406.17720,7,1
2406.19320,3,2
2406.19251,53,17
2406.20095,26,9
2406.18462,23,6
2406.19774,69,36
2406.19280,35,4
2406.20094,50,8
2406.20076,23,4
2407.00367,23,7
2406.20085,83,16
2407.00114,19,3
2407.00837,7,2
2407.01272,2,0
2407.00653,69,29
2406.20086,9,4
2407.00111,1,0
2407.00106,19,4
2406.19999,5,1
2406.20087,18,3
2407.01470,12,0
2407.01231,38,3
2407.00088,21,5
2406.18009,24,17
2406.18284,63,5
2407.01284,31,7
2406.19741,32,9
2407.01449,11,2
2407.01492,37,16
2407.00468,22,4
2407.00320,50,10
2407.01519,20,3
2407.00782,20,4
2407.00788,12,2
2407.00402,6,1
2406.19997,0,0
2407.01920,41,11
2407.01791,15,3
2406.19568,23,8
2406.19238,9,0
2407.02398,39,6
2407.01494,83,17
2407.02477,23,5
2407.02490,22,8
2407.02371,63,10
2407.01489,6,2
2407.01370,68,17
2407.02489,15,12
2407.01100,36,6
2407.02551,19,3
2407.03300,7,5
2407.02869,9,3
2407.03169,8,1
2407.02687,7,2
2406.19380,4,3
2407.03320,113,40
2407.02392,49,15
2407.01906,25,7
2407.01392,27,11
2407.03321,7,2
2407.04952,11,1
2407.03923,0,0
2407.02855,24,7
2407.03418,12,7
2407.04622,15,5
2406.08085,33,12
2407.03958,4,0
2407.03963,5,3
2407.04172,19,6
2407.05131,18,4
2407.04363,9,3
2407.04620,25,12
2407.04051,0,0
2406.11832,18,7
2407.04078,32,7
2407.04693,108,29
2407.04604,11,3
2407.06076,1,0
2407.05463,32,6
2407.06027,52,14
2407.06192,10,3
2407.06182,46,7
2407.06191,108,29
2407.04020,36,8
2407.05282,15,5
2407.03651,7,0
2407.06135,33,7
2407.03471,28,16
2407.04841,9,4
2407.05975,113,41
2407.04842,25,17
2407.05700,38,5
2407.06533,5,2
2407.05015,0,0
2407.06071,16,9
2407.06304,47,20
2407.06723,39,11
2407.02880,2,1
2407.03203,22,2
2407.07071,39,11
2407.03618,9,1
2407.07080,0,0
2407.06938,21,5
2407.06189,15,6
2407.07061,57,17
2407.03502,12,7
2407.06581,7,0
2407.06358,81,41
2407.07788,11,4
2407.06188,118,35
2407.05528,2,1
2407.05530,8,2
2407.07565,3,0
2407.07315,2,0
2302.06555,3,1
2407.07464,50,11
2407.07667,118,42
2407.07860,12,5
2407.07895,68,20
2407.07304,1,0
2407.07726,41,12
2407.08674,13,9
2407.07176,16,3
2407.08711,2,2
2407.08447,9,4
2407.08642,36,2
2407.08680,55,14
2407.08726,17,5
2407.08250,2,0
2407.08583,19,8
2407.08701,83,20
2407.08713,83,20
2407.08551,69,37
2407.08737,10,4
2407.08733,35,7
2407.06946,6,2
2407.08683,81,42
2407.08739,77,23
2407.08296,33,15
2407.08083,45,10
2407.07053,19,1
2407.08303,22,8
2407.08348,77,15
2407.09072,19,5
2407.08892,23,9
2407.09732,3,0
2407.09413,7,4
2406.02265,5,2
2407.09121,19,2
2407.09012,16,4
2407.09473,4,1
2407.06397,2,2
2407.09388,1,0
2407.09276,3,3
2407.08770,17,5
2407.09435,9,6
2407.07874,2,0
2407.09450,32,4
2407.09025,29,11
2407.09298,5,2
2407.10285,81,43
2407.10827,15,7
2407.10953,8,0
2407.07523,16,6
2407.10362,0,0
2407.10956,68,18
2407.09533,32,16
2407.10387,1,1
2407.10973,18,5
2407.10817,8,4
2407.10969,69,38
2407.10457,22,13
2407.10943,113,43
2407.10058,7,1
2407.10671,91,16
2407.10910,14,8
2407.11522,13,4
2407.11239,33,16
2407.11895,33,10
2407.11828,0,0
2407.11793,0,0
2407.11784,78,16
2407.11282,52,15
2407.11385,3,2
2407.11966,47,21
2407.11963,83,22
2407.11144,8,6
2407.11398,22,1
2407.11394,5,1
2407.11691,108,33
2407.10718,12,2
2407.10957,23,2
2407.11633,6,2
2407.10759,78,16
2407.11062,113,44
2407.11298,3,0
2407.09018,24,8
2407.12043,67,22
2407.12306,17,9
2407.10223,14,7
2407.11854,1,1
2407.12581,18,2
2407.12366,24,7
2407.12563,21,8
2407.12679,12,7
2407.12504,108,34
2407.12705,6,2
2407.12781,47,22
2407.12665,45,6
2407.12772,118,37
2407.12580,53,18
2407.12784,56,11
2407.12077,5,2
2407.12327,5,2
2407.13244,0,0
2407.13638,0,0
2407.13696,9,2
2407.12982,4,0
2407.13481,6,0
2406.13897,15,7
2407.10424,28,6
2406.07057,35,11
2407.13709,33,8
2407.13759,28,14
2407.13764,17,10
2407.13739,10,8
2407.12854,42,19
2407.13623,60,30
2407.12883,37,17
2407.10960,12,8
2407.13976,63,8
2407.14257,0,0
2407.14435,10,3
2407.14138,91,17
2407.13833,14,4
2407.14402,53,19
2407.14329,10,8
2407.12594,1,1
2407.13559,6,3
2407.14482,38,15
2407.14358,5,3
2407.14177,52,16
2407.14057,9,7
2407.14507,13,0
2407.13168,27,8
2407.15762,14,11
2407.15272,91,18
2407.15711,6,4
2407.15060,1,0
2407.14958,6,4
2407.15420,12,3
2407.15337,28,15
2407.15002,17,7
2407.13766,44,14
2407.15233,26,11
2407.15187,28,7
2407.15642,113,45
2407.15842,1,0
2407.15595,21,10
2407.15841,20,6
2407.14561,9,4
2407.15017,91,18
2407.15295,7,1
2407.14679,45,11
2407.15754,17,6
2407.14622,14,8
2407.15848,20,4
2407.14933,68,19
2407.14931,1,0
2407.16318,1,1
2407.15447,7,2
2407.16680,25,13
2407.16198,15,6
2407.12435,29,7
2407.16224,14,4
2407.16655,35,8
2407.16674,46,8
2407.13301,35,5
2407.14505,52,13
2407.16412,17,4
2407.17353,1,1
2406.00856,1,1
2407.16988,12,4
2407.15815,13,6
2407.16312,0,0
2407.17470,28,17
2407.17365,3,2
2407.17387,25,18
2407.14207,54,17
2407.16154,96,21
2407.17438,108,35
2407.17453,39,9
2407.16741,51,20
2407.18147,7,3
2407.18054,23,7
2407.18129,6,4
2407.18121,39,13
2407.16607,67,23
2407.17722,0,0
2407.17490,77,24
2407.17952,14,1
2407.17535,1,0
2407.16982,113,46
2407.17789,78,18
2407.16637,6,5
2407.18559,8,3
2407.18902,32,14
2407.19669,91,20
2407.18914,10,3
2407.18901,7,6
2407.18907,24,10
2407.18908,44,15
2407.19474,14,7
2407.19795,1,0
2407.18946,3,2
2407.16291,68,21
2407.19914,0,0
2407.20020,1,1
2407.19594,38,14
2407.19835,0,0
2407.17398,13,5
2407.19548,28,8
2407.19593,14,6
2407.20171,22,9
2407.19985,6,5
2407.18961,15,7
2407.20183,83,25
2407.20179,2,1
2407.19918,32,7
2407.19672,40,9
2407.19340,0,0
2407.19584,11,3
2407.18248,16,3
2407.20595,3,0
2407.20750,3,0
2407.20445,20,9
2407.21017,20,5
2407.20581,0,0
2407.20267,0,0
2407.20729,0,0
2407.21018,68,20
2407.20743,1,0
2407.20798,6,4
2404.01300,5,2
2407.21475,5,0
2407.20229,5,1
2407.21630,6,2
2407.21686,14,7
2407.21781,3,1
2407.21772,5,2
2407.21530,33,9
2407.21646,19,4
2407.21770,42,20
2407.21705,9,3
2407.21783,55,18
2407.21721,4,1
2408.00584,5,2
2407.21139,8,0
2408.00760,5,0
2408.00762,18,4
2408.00298,7,4
2408.00458,6,2
2408.00765,46,16
2408.00754,39,14
2408.00167,1,0
2408.00203,26,15
2408.00690,3,2
2408.00653,28,18
2408.00118,15,8
2408.00714,8,5
2407.21794,118,38
2408.00735,22,13
2408.00205,0,0
2408.00113,9,5
2407.20060,7,4
2408.00397,8,5
2408.01337,10,4
2408.00103,5,1
2408.01291,5,4
2408.01031,12,1
2408.00874,4,0
2408.01050,0,0
2408.02210,29,7
2408.01584,1,0
2408.02226,1,0
2408.02600,5,0
2408.02629,47,4
2408.02373,19,4
2408.02666,38,14
2408.02555,37,12
2408.02657,113,47
2408.02545,3,2
2408.02622,29,7
2408.01800,57,18
2408.02085,17,6
2408.01708,15,3
2408.03256,63,10
2408.03281,16,1
2408.03284,118,39
2408.02752,15,10
2408.03325,16,10
2408.02900,26,7
2408.03178,5,1
2408.02718,113,48
2408.03326,118,39
2408.03314,14,6
2408.03209,5,0
2408.03695,20,4
2408.03923,1,0
2408.03356,0,0
2408.03900,6,0
2408.03822,9,0
2408.03588,0,0
2408.03910,77,16
2408.03541,7,1
2408.03837,23,8
2408.03906,21,16
2408.03615,9,2
2406.04604,24,8
2408.02816,7,4
2408.04520,0,0
2408.04034,29,9
2408.04631,24,11
2407.18245,20,10
2408.04303,0,0
2408.04284,13,4
2408.04567,45,10
2408.03361,113,49
2408.04619,3,1
2408.04614,42,21
2408.04594,14,9
2408.05205,27,13
2408.05086,4,2
2408.05101,8,3
2408.04708,22,7
2408.04785,1,0
2408.04682,16,8
2408.04840,91,21
2408.05147,10,6
2408.05211,31,8
2408.04810,5,3
2408.05506,5,1
2408.06316,21,11
2408.05939,14,5
2408.06019,28,7
2408.06190,1,1
2408.06327,40,14
2408.06142,4,0
2408.06070,19,5
2408.06195,52,17
2408.06292,10,4
2408.06072,40,14
2408.06481,0,0
2408.05492,11,5
2408.05928,23,9
2408.06506,10,3
2408.06281,4,1
2408.06273,18,5
2408.06693,0,0
2408.06396,2,1
2408.06663,2,1
2408.06793,30,18
2408.06941,33,10
2408.07060,68,21
2408.07009,16,7
2408.07055,40,16
2408.06697,35,15
2408.07416,3,0
2408.07547,2,1
2408.07540,4,3
2408.07089,7,0
2408.07410,7,0
2408.07116,11,4
2408.07246,55,17
2408.05366,0,0
2408.08274,10,8
2408.08313,15,9
2408.08019,2,2
2408.08291,9,4
2408.07990,14,5
2408.08000,22,2
2408.08189,15,2
2408.08201,46,10
2408.08172,6,2
2408.08072,96,22
2408.07852,10,8
2408.08152,30,6
2408.08441,39,22
2408.07888,6,0
2408.08332,15,6
2408.08435,6,3
2408.08459,20,5
2408.08872,68,24
2408.07931,5,2
2408.08946,7,2
2408.09739,15,9
2408.09702,28,15
2408.08926,28,17
2408.10195,16,11
2408.09085,7,0
2408.09858,9,3
2408.10119,49,18
2408.10198,16,11
2408.10188,45,12
2408.10161,3,3
2408.10446,41,7
2408.10906,10,3
2408.10088,16,6
2408.11048,8,5
2408.10487,14,8
2408.09574,0,0
2408.10764,91,22
2408.09174,96,23
2408.10701,23,9
2408.11001,17,7
2408.11049,14,8
2408.11054,7,3
2408.10914,17,7
2408.11039,42,22
2408.10998,0,0
2408.11457,0,0
2408.11247,41,6
2408.11237,41,6
2408.11721,10,5
2408.11812,32,18
2408.08793,0,0
2408.11817,15,7
2408.11475,1,0
2408.11745,10,1
2408.11318,12,7
2408.11796,45,13
2408.11706,16,4
2408.12588,24,5
2408.12282,6,4
2408.11915,3,1
2408.09787,33,4
2408.11813,63,11
2408.12076,45,6
2408.10635,17,3
2408.12114,13,4
2408.12245,40,7
2408.12569,14,8
2408.12480,0,0
2408.12601,13,3
2408.12570,10,3
2408.12590,68,23
2408.12528,57,18
2408.11857,3,1
2408.11878,35,9
2408.12599,13,4
2408.12060,41,8
2408.12503,2,0
2408.12894,3,1
2408.13010,0,0
2408.12418,3,0
2408.12369,41,9
2408.13239,81,44
2408.10945,1,0
2408.12857,30,7
2408.13233,4,2
2408.12885,44,13
2408.13252,118,41
2408.13257,32,10
2408.12637,4,3
2408.14211,19,7
2408.13413,38,5
2408.13933,2,1
2408.13402,0,0
2408.12757,6,2
2408.13359,10,9
2408.11727,77,17
2408.13934,4,2
2408.13467,22,5
2408.14468,23,10
2408.14354,35,6
2408.14340,96,26
2408.14176,6,1
2408.13423,9,4
2408.13629,0,0
2408.14236,1,0
2408.14307,1,0
2408.14849,1,0
2408.14805,91,23
2408.13674,77,26
2408.14819,11,4
2408.15239,15,10
2408.15237,11,8
2408.14837,6,6
2408.14906,4,2
2408.14717,31,13
2408.15664,9,4
2408.15995,5,5
2408.15708,14,6
2408.15980,14,5
2408.15836,6,3
2408.15991,36,6
2408.15496,19,5
2408.15792,68,23
2408.15881,77,27
2408.15915,35,11
2408.15518,17,4
2408.15079,52,18
2408.15998,45,14
2408.14608,13,4
2408.16046,1,0
2408.15666,67,25
2408.16061,3,3
2408.16293,11,10
2408.16766,12,3
2408.16767,23,10
2408.16532,22,8
2408.16500,40,17
2408.16357,11,5
2408.16768,35,20
2408.16176,24,8
2408.15300,9,1
2408.16245,0,0
2408.15827,0,0
2408.14572,0,0
2408.16667,2,0
2408.15993,6,6
2408.16444,0,0
2408.17024,1,1
2408.14886,7,5
2408.17131,16,7
2408.14765,108,37
2408.17267,108,37
2408.15914,13,6
2408.15545,25,8
2408.16672,17,5
2408.17253,3,0
2408.16725,1,0
2409.01199,28,9
2409.00138,23,7
2409.00447,0,0
2409.01357,0,0
2409.00391,41,10
2409.01055,35,12
2409.00492,14,3
2409.00729,1,0
2409.00558,26,10
2409.01392,51,14
2409.01071,77,18
2409.00587,6,3
2409.02097,46,11
2409.00588,7,3
2409.02095,81,45
2409.00509,25,11
2409.01437,2,0
2409.02060,37,21
2409.01704,25,7
2409.02245,0,0
2409.02078,0,0
2409.02326,8,4
2409.01083,22,7
2409.02897,36,16
2409.02889,35,8
2409.02634,6,0
2409.02813,96,27
2409.03643,64,10
2409.00921,26,11
2409.00844,1,1
2409.03525,41,13
2409.02392,22,9
2409.03753,67,26
2409.01944,96,26
2409.03718,5,1
2409.03512,57,19
2409.03752,13,2
2409.01322,7,1
2409.03420,91,24
2409.03810,26,7
2409.02877,57,20
2409.04410,81,46
2409.04005,15,3
2409.04196,20,12
2409.02076,7,2
2409.05806,41,7
2409.05177,2,0
2409.05862,13,11
2409.04269,0,0
2409.05865,7,3
2409.04234,4,1
2409.04593,15,1
2409.05591,30,3
2409.05152,41,7
2409.05840,91,25
2409.02795,96,27
2409.04828,45,8
2409.06703,10,6
2409.06633,16,5
2409.06135,15,5
2409.06029,19,4
2409.06210,6,1
2409.06595,4,2
2409.06666,7,1
2409.06762,7,5
2409.07129,1,0
2409.07440,7,7
2409.07450,15,3
2409.07441,15,8
2409.06185,2,1
2409.06744,25,12
2409.04057,16,5
2409.07146,26,8
2409.07452,11,3
2409.07429,32,10
2409.07314,4,1
2409.06820,1,0
2409.06765,17,11
2409.05162,23,9
2409.07239,77,19
2409.08278,5,3
2409.08248,5,1
2409.08270,46,12
2409.08240,46,12
2409.04109,23,8
2409.08264,4,1
2409.07703,50,12
2409.08239,38,16
2409.08272,8,4
2409.08514,9,3
2409.08947,1,1
2409.08353,15,9
2409.08615,45,9
2409.08857,5,0
2409.08513,14,4
2409.06957,23,6
2409.08554,3,0
2409.10309,0,0
2409.07012,8,2
2409.08199,3,0
2409.08831,3,1
2409.09269,41,11
2409.09502,0,0
2409.10038,31,3
2409.06277,9,2
2409.09213,15,3
2409.10173,17,6
2409.10516,52,19
2409.10594,46,14
2409.09214,29,10
2409.09323,3,0
2409.10836,3,0
2409.10831,20,10
2409.11733,9,6
2409.11242,23,10
2409.11211,5,2
2409.10923,36,13
2409.10568,1,1
2409.11055,1,0
2409.10819,68,24
2409.11136,17,11
2409.11406,118,42
2409.11355,1,0
2409.11402,38,13
2409.11340,21,5
2409.11367,35,6
2409.09401,50,14
2409.12134,0,0
2409.11363,2,1
2409.12106,22,5
2409.11074,1,0
2409.11315,15,3
2409.12001,0,0
2409.08425,4,1
2409.12186,91,26
2409.12139,17,7
2409.12136,45,24
2409.11564,9,1
2409.11901,30,4
2409.12183,5,1
2409.12181,19,5
2409.12191,78,22
2409.12193,46,15
2409.12431,17,6
2409.12962,44,16
2409.12532,52,20
2409.12892,9,9
2409.12958,11,5
2409.12822,24,9
2409.12576,13,3
2409.12961,118,43
2409.12903,9,6
2409.12960,11,5
2409.12957,118,43
2409.08692,12,5
2409.12959,77,28
2409.12568,13,6
2409.12917,15,8
2409.11393,0,0
2409.13689,0,0
2409.11276,0,0
2409.13449,12,4
2409.13648,15,10
2409.13690,1,1
2409.13591,2,1
2409.13216,19,6
2409.12941,8,5
2409.13598,2,1
2409.13592,5,0
2409.13346,13,7
2409.13926,0,0
2409.14340,5,3
2409.13773,2,1
2409.13191,11,4
2409.13910,2,1
2409.14393,11,4
2409.15268,12,9
2409.15277,25,9
2409.14677,3,0
2409.14988,4,2
2409.15278,113,50
2409.14713,13,5
2409.14674,10,4
2409.15273,13,4
2409.15997,1,1
2409.12192,7,3
2409.15933,2,2
2409.13156,22,10
2409.13882,0,0
2409.15360,45,8
2409.16283,22,18
2409.17143,46,16
2409.16040,10,2
2409.16235,11,4
2409.16143,11,9
2409.16280,8,3
2409.14128,2,0
2409.15700,21,5
2409.15272,96,28
2409.16160,19,7
2409.16191,96,28
2409.16211,14,7
2409.16288,5,1
2409.16666,10,6
2409.16493,2,0
2409.16299,7,5
2409.16629,2,1
2409.16925,1,0
2409.17058,6,1
2409.17145,52,20
2409.15127,2,1
2409.17115,33,11
2409.17146,39,22
2409.15041,3,1
2409.17580,2,1
2409.18121,17,12
2409.17280,118,45
2409.14683,3,2
2409.14195,91,27
2409.17565,13,8
2409.14254,28,18
2409.18124,17,4
2409.18125,52,12
2409.18042,83,27
2409.17481,46,17
2409.17422,19,8
2409.17545,0,0
2409.18957,0,0
2409.17433,50,15
2409.17066,18,4
2409.16686,36,8
2409.18786,45,11
2409.18839,113,51
2409.17692,96,30
2409.18869,23,10
2409.18964,7,3
2409.19627,0,0
2409.19339,10,3
2409.19808,7,3
2409.19715,7,2
2409.19952,32,8
2409.20537,11,5
2409.18747,1,0
2409.19020,4,0
2409.18943,49,21
2409.19606,17,3
2409.20566,23,9
2409.20551,77,30
2409.20018,1,0
2410.00545,9,1
2410.00231,25,20
2409.20563,15,7
2409.18313,12,8
2410.00418,8,4
2410.00337,17,1
2410.00890,32,12
2409.19946,1,0
2409.19603,57,19
2409.17912,12,5
2410.00531,2,1
2409.19951,16,9
2410.00086,78,24
2410.00316,1,0
2409.18111,81,47
2410.01804,6,6
2410.01171,9,3
2410.01481,9,4
2410.01723,23,8
2410.01518,2,0
2409.20325,0,0
2410.01691,6,1
2410.00296,22,5
2410.02197,96,31
2410.01440,8,3
2410.01036,9,2
2410.01769,18,5
2410.01215,11,0
2410.01044,17,7
2410.01647,18,2
2410.01748,15,8
2410.01680,38,14
2410.01257,12,4
2410.01463,5,0
2410.01731,22,14
2409.20059,11,5
2410.01744,50,16
2410.02103,12,5
2410.02458,41,12
2410.02052,45,25
2410.02762,8,4
2410.02763,14,5
2410.01946,2,0
2410.02056,38,15
2410.01335,8,8
2410.00255,9,2
2410.02426,1,1
2410.01782,19,9
2410.02536,3,1
2410.02115,33,7
2410.02525,6,4
2409.19291,45,4
2410.02740,23,8
2410.02367,35,13
2410.02749,7,4
2410.02713,118,46
2410.02712,27,22
2410.02757,52,13
2410.02073,5,1
2410.02416,7,3
2410.02724,5,0
2410.01679,17,4
2410.02678,23,9
2410.02746,23,8
2410.01273,12,3
2410.03645,13,7
2410.03051,27,12
2410.03535,0,0
2410.03103,7,4
2410.01999,7,6
2410.02241,4,1
2410.02760,9,6
2410.03017,1,1
2410.01699,52,15
2410.00907,5,4
2410.03027,20,6
2409.19989,1,0
2410.02613,13,8
2410.02362,1,0
2410.02703,15,10
2410.03960,7,6
2410.03959,9,4
2410.05046,4,3
2410.05255,27,4
2410.05057,7,2
2410.03187,29,13
2410.03617,54,10
2410.04932,17,2
2410.05262,13,3
2410.04698,68,24
2410.03160,77,20
2410.04534,25,11
2410.04734,54,19
2410.05258,69,39
2410.05167,20,11
2410.02707,14,7
2410.04364,10,1
2410.02884,51,15
2410.05229,9,6
2410.05080,24,10
2410.05243,24,10
2410.03825,44,19
2410.02675,23,9
2410.02743,9,3
2410.03290,45,6
2410.03399,9,2
2410.04081,16,8
2410.05076,5,1
2410.04343,19,11
2410.04422,5,0
2410.03864,50,17
2410.01912,51,9
2410.05193,9,3
2410.04717,2,1
2410.04199,11,1
2410.02705,23,8
2410.07071,11,7
2410.02428,2,0
2410.02503,2,0
2410.06458,54,11
2410.04223,13,5
2410.07095,5,1
2410.05643,41,14
2410.05664,4,2
2410.07064,69,40
2410.06555,96,32
2410.06462,11,0
2410.06949,24,10
2410.06084,14,10
2410.06985,5,2
2410.06845,36,8
2410.07062,0,0
2410.06524,47,9
2410.05160,68,28
2410.07112,28,19
2410.05873,7,3
2410.07145,57,21
2410.06468,5,2
2410.05791,5,2
2410.06241,108,41
2410.07160,13,1
2410.05295,56,15
2410.07155,39,9
2410.05993,39,10
2410.05254,9,2
2410.07113,22,3
2410.07073,6,4
2410.05363,113,52
2410.07171,36,12
2410.05954,13,4
2410.07167,108,41
2410.06373,77,21
2410.05355,3,2
2410.06885,8,6
2410.06244,17,4
2410.07170,5,2
2410.06961,69,40
2410.05677,68,28
2410.07002,20,5
2410.06166,29,9
2410.05591,10,2
2410.02465,2,0
2410.06172,24,8
2410.07177,23,10
2410.05651,10,2
2410.05248,5,4
2410.08115,57,22
2410.08049,35,8
2410.07137,32,12
2410.07041,5,1
2410.04808,11,2
2410.05629,45,26
2410.07707,9,3
2410.05269,25,8
2410.03437,1,0
2410.05210,1,0
2410.06293,16,7
2410.05603,7,3
2410.08164,24,9
2410.04751,4,1
2410.06508,50,18
2410.08196,77,31
2410.03450,7,2
2410.05265,60,34
2410.07869,91,28
2410.07484,47,10
2410.08207,30,9
2410.07303,77,31
2410.08151,21,9
2410.06154,18,6
2410.08159,16,9
2410.06264,7,3
2410.08193,18,6
2410.09037,6,1
2410.08612,0,0
2410.09045,9,4
2410.07331,31,12
2410.07536,77,33
2410.08168,5,1
2410.08391,9,9
2410.09038,31,15
2410.07035,51,20
2410.09008,36,15
2410.07133,57,20
2410.07656,8,2
2410.08102,64,12
2410.06456,27,5
2410.08815,91,29
2410.08261,33,8
2410.08565,52,21
2410.09009,39,10
2410.10813,50,19
2410.06634,8,6
2410.09733,35,15
2410.10819,39,11
2410.11758,45,27
2410.07752,7,4
2410.09223,4,2
2410.09637,3,0
2410.10818,45,27
2410.10803,39,23
2410.09335,51,10
2410.10774,33,17
2410.09732,108,43
2410.10783,8,6
2410.10594,57,23
2410.10792,11,7
2410.07985,96,33
2410.10563,68,30
2410.09584,30,9
2410.10139,39,17
2410.10630,38,17
2410.10306,25,10
2410.11096,56,16
2410.09754,16,5
2410.08001,113,53
2410.09704,0,0
2410.09745,1,1
2410.11619,17,8
2410.06593,68,25
2410.11805,14,3
2410.11419,9,4
2410.11710,96,34
2410.10816,52,15
2410.10934,27,15
2410.11779,41,10
2406.15786,11,3
2410.09342,57,24
2410.10626,35,10
2410.10814,47,11
2410.11795,36,4
2410.09870,7,0
2410.12490,40,10
2410.12391,5,2
2410.12722,4,1
2410.09724,9,3
2410.12109,38,16
2410.11900,12,3
2410.08584,44,16
2410.11843,8,3
2410.12491,4,2
2410.12405,108,44
2410.11878,46,18
2410.07722,1,1
2410.08968,17,9
2410.11623,77,22
2410.12628,64,14
2410.12787,40,10
2410.12381,39,11
2410.12613,41,11
2410.10672,4,2
2410.11081,6,3
2410.11817,29,6
2410.12409,43,20
2410.13859,15,10
2410.13334,3,0
2410.13852,1,0
2410.13293,0,0
2410.13198,15,9
2410.09019,3,0
2410.12957,22,9
2410.09347,35,14
2410.13618,13,6
2410.10210,3,1
2410.12781,43,21
2410.13060,3,1
2410.12183,113,54
2410.13854,96,35
2410.12771,1,1
2410.13832,15,11
2410.13360,35,9
2410.13841,35,11
2410.09426,14,4
2410.13720,17,9
2410.13754,56,18
2410.13863,15,13
2410.13848,60,35
2410.13268,35,11
2410.13757,25,6
2410.12784,30,9
2410.13824,68,31
2410.13830,25,11
2410.13085,26,9
2410.11842,31,10
2410.13804,47,12
2410.13785,60,21
2410.13639,96,35
2410.12705,13,5
2410.13787,13,10
2410.14672,15,8
2410.11331,3,0
2410.14596,54,12
2410.12791,3,0
2410.13828,25,12
2410.14208,6,2
2410.13726,2,0
2410.14470,4,1
2410.14677,1,0
2410.13782,16,8
2410.10812,39,12
2410.11190,1,1
2410.13925,51,16
2410.13276,52,22
2410.13370,35,7
2410.14669,39,16
2410.13232,7,3
2410.14059,35,12
2410.13674,47,13
2410.11711,5,1
2410.15633,43,21
2410.15002,30,17
2410.16259,17,13
2410.15460,1,1
2410.13184,50,20
2410.15017,41,13
2410.14086,2,1
2410.13394,4,2
2410.13218,18,11
2410.15748,18,10
2410.15316,5,0
2410.12788,13,4
2410.16215,36,13
2410.16271,20,6
2410.16256,83,29
2410.15735,0,0
2410.16268,108,45
2410.14940,52,23
2410.14745,13,6
2410.16153,32,13
2410.16184,36,13
2410.13861,77,34
2410.17250,32,14
2410.16266,5,1
2410.17241,25,17
2410.16930,4,1
2410.14649,14,3
2410.16392,17,7
2410.17131,78,25
2410.15926,7,2
2410.16267,68,25
2410.16198,23,11
2410.17249,20,7
2410.17247,108,46
2410.17215,45,12
2410.13924,9,5
2410.17242,43,22
2410.13816,32,19
2410.13458,8,7
2410.18071,44,17
2410.17883,32,8
2410.17434,15,12
2410.18084,118,55
2410.18013,47,23
2410.17891,27,10
2410.18072,52,17
2410.17637,108,47
2410.15522,17,9
2410.18505,7,3
2410.18775,9,2
2410.17897,12,1
2410.17779,24,11
2410.15580,7,2
2410.18785,11,3
2410.18252,15,9
2410.18441,0,0
2410.18647,15,6
2410.18194,14,6
2410.16429,14,6
2410.18860,12,3
2410.18234,5,2
2410.18958,77,35
2410.18975,54,14
2410.18976,25,7
2410.18362,12,5
2410.17243,40,12
2410.16251,7,3
2410.18693,33,8
2410.18978,35,11
2410.18798,53,20
2410.18533,33,8
2410.15999,14,4
2410.18572,41,5
2410.18745,29,12
2410.18538,12,7
2410.18977,49,22
2410.18451,77,23
2410.19133,31,20
2410.18076,32,20
2410.16270,3,1
2410.17655,1,0
2410.18912,8,6
2410.16090,14,5
2410.19290,18,4
2410.19730,14,3
2410.18558,7,4
2410.19123,33,18
2410.19168,15,6
2410.19355,118,56
2410.19008,30,14
2410.16048,2,1
2410.17856,19,6
