arxiv_id_clean,cohort_day,day_total,day_count,own_kw_cell_sum,Z1p_kw,Zc_kw,Zown_loo_kw,kw_cell_size,kw_singleton
2407.14561,2024-07-23,384,24,35,5.857933154483459,3.1780538303479458,0.0,1,1
2407.14622,2024-07-23,384,24,20,5.8998973535824915,3.1780538303479458,0.0,1,1
2407.14679,2024-07-23,384,24,55,5.799092654460526,3.091042453358316,2.772588722239781,3,0
2407.14931,2024-07-23,384,24,31,5.869296913133774,3.1354942159291497,2.302585092994046,2,0
2407.14933,2024-07-23,384,24,18,5.905361848054571,3.1354942159291497,1.3862943611198906,2,0
2407.14958,2024-07-23,384,24,55,5.799092654460526,3.091042453358316,3.9318256327243257,3,0
2407.15002,2024-07-23,384,24,18,5.905361848054571,3.1354942159291497,2.772588722239781,2,0
2407.15017,2024-07-23,384,24,73,5.7430031878094825,3.1354942159291497,3.6888794541139363,2,0
2407.15060,2024-07-23,384,24,9,5.929589143389895,3.1780538303479458,0.0,1,1
2407.15187,2024-07-23,384,24,81,5.717027701406222,2.8903717578961645,4.23410650459726,7,0
2407.15233,2024-07-23,384,24,81,5.717027701406222,2.8903717578961645,4.31748811353631,7,0
2407.15272,2024-07-23,384,24,56,5.796057750765372,3.044522437723423,3.8501476017100584,4,0
2407.15295,2024-07-23,384,24,56,5.796057750765372,3.044522437723423,3.5263605246161616,4,0
2407.15337,2024-07-23,384,24,81,5.717027701406222,2.8903717578961645,4.343805421853684,7,0
2407.15420,2024-07-23,384,24,6,5.937536205082426,3.1780538303479458,0.0,1,1
2407.15595,2024-07-23,384,24,81,5.717027701406222,2.8903717578961645,4.219507705176107,7,0
2407.15642,2024-07-23,384,24,81,5.717027701406222,2.8903717578961645,4.2626798770413155,7,0
2407.15711,2024-07-23,384,24,31,5.869296913133774,3.1354942159291497,3.1354942159291497,2,0
2407.15754,2024-07-23,384,24,56,5.796057750765372,3.044522437723423,3.58351893845611,4,0
2407.15762,2024-07-23,384,24,55,5.799092654460526,3.091042453358316,3.828641396489095,3,0
2407.15841,2024-07-23,384,24,73,5.7430031878094825,3.1354942159291497,3.5553480614894135,2,0
2407.15842,2024-07-23,384,24,81,5.717027701406222,2.8903717578961645,4.219507705176107,7,0
2407.15848,2024-07-23,384,24,81,5.717027701406222,2.8903717578961645,4.174387269895637,7,0
2407.12435,2024-07-24,243,11,89,5.043425116919247,1.9459101490553132,4.330733340286331,5,0
2407.13301,2024-07-24,243,11,63,5.198497031265826,2.302585092994046,2.1972245773362196,2,0
2407.14505,2024-07-24,243,11,89,5.043425116919247,1.9459101490553132,4.1588830833596715,5,0
2407.15447,2024-07-24,243,11,63,5.198497031265826,2.302585092994046,4.02535169073515,2,0
2407.16198,2024-07-24,243,11,89,5.043425116919247,1.9459101490553132,4.343805421853684,5,0
2407.16224,2024-07-24,243,11,29,5.3706380281276624,2.3978952727983707,0.0,1,1
2407.16318,2024-07-24,243,11,50,5.267858159063328,2.302585092994046,3.784189633918261,2,0
2407.16412,2024-07-24,243,11,89,5.043425116919247,1.9459101490553132,4.430816798843313,5,0
2407.16655,2024-07-24,243,11,89,5.043425116919247,1.9459101490553132,4.0943445622221,5,0
2407.16674,2024-07-24,243,11,50,5.267858159063328,2.302585092994046,2.0794415416798357,2,0
2407.16680,2024-07-24,243,11,12,5.44673737166631,2.3978952727983707,0.0,1,1
2406.00856,2024-07-25,299,13,43,5.54907608489522,2.3978952727983707,3.4339872044851463,3,0
2407.14207,2024-07-25,299,13,18,5.641907070938114,2.5649493574615367,0.0,1,1
2407.15815,2024-07-25,299,13,35,5.579729825986222,2.4849066497880004,3.091042453358316,2,0
2407.16154,2024-07-25,299,13,32,5.5909869805108565,2.4849066497880004,2.302585092994046,2,0
2407.16312,2024-07-25,299,13,91,5.342334251964811,2.4849066497880004,4.382026634673881,2,0
2407.16741,2024-07-25,299,13,91,5.342334251964811,2.4849066497880004,2.5649493574615367,2,0
2407.16988,2024-07-25,299,13,32,5.5909869805108565,2.4849066497880004,3.1780538303479458,2,0
2407.17353,2024-07-25,299,13,54,5.5053315359323625,2.4849066497880004,3.7376696182833684,2,0
2407.17365,2024-07-25,299,13,43,5.54907608489522,2.3978952727983707,3.4339872044851463,3,0
2407.17387,2024-07-25,299,13,35,5.579729825986222,2.4849066497880004,2.70805020110221,2,0
2407.17438,2024-07-25,299,13,26,5.6131281063880705,2.5649493574615367,0.0,1,1
2407.17453,2024-07-25,299,13,54,5.5053315359323625,2.4849066497880004,2.6390573296152584,2,0
2407.17470,2024-07-25,299,13,43,5.54907608489522,2.3978952727983707,3.295836866004329,3,0
2407.16607,2024-07-26,290,12,31,5.560681631015528,2.3978952727983707,2.1972245773362196,2,0
2407.16637,2024-07-26,290,12,26,5.579729825986222,2.4849066497880004,0.0,1,1
2407.16982,2024-07-26,290,12,74,5.37989735354046,2.3978952727983707,3.4965075614664802,2,0
2407.17490,2024-07-26,290,12,110,5.198497031265826,2.302585092994046,4.382026634673881,3,0
2407.17535,2024-07-26,290,12,110,5.198497031265826,2.302585092994046,4.30406509320417,3,0
2407.17722,2024-07-26,290,12,31,5.560681631015528,2.3978952727983707,3.1780538303479458,2,0
2407.17789,2024-07-26,290,12,110,5.198497031265826,2.302585092994046,4.23410650459726,3,0
2407.17952,2024-07-26,290,12,74,5.37989735354046,2.3978952727983707,3.7612001156935624,2,0
2407.18054,2024-07-26,290,12,12,5.631211781821365,2.4849066497880004,0.0,1,1
2407.18121,2024-07-26,290,12,29,5.568344503761097,2.3978952727983707,2.5649493574615367,2,0
2407.18129,2024-07-26,290,12,29,5.568344503761097,2.3978952727983707,2.8903717578961645,2,0
2407.18147,2024-07-26,290,12,8,5.645446897643238,2.4849066497880004,0.0,1,1
2407.18559,2024-07-29,196,7,40,5.056245805348308,1.791759469228055,3.044522437723423,2,0
2407.18901,2024-07-29,196,7,35,5.087596335232384,1.9459101490553132,0.0,1,1
2407.18902,2024-07-29,196,7,21,5.170483995038151,1.9459101490553132,0.0,1,1
2407.18907,2024-07-29,196,7,41,5.049856007249537,1.9459101490553132,0.0,1,1
2407.18908,2024-07-29,196,7,33,5.099866427824199,1.9459101490553132,0.0,1,1
2407.18914,2024-07-29,196,7,40,5.056245805348308,1.791759469228055,3.044522437723423,2,0
2407.19669,2024-07-29,196,7,26,5.14166355650266,1.9459101490553132,0.0,1,1
2407.16291,2024-07-30,660,21,110,6.311734809152915,2.8903717578961645,4.605170185988092,4,0
2407.17398,2024-07-30,660,21,69,6.3835066348840055,2.9444389791664403,3.871201010907891,3,0
2407.18248,2024-07-30,660,21,90,6.3473892096560105,2.995732273553991,4.060443010546419,2,0
2407.18946,2024-07-30,660,21,12,6.47543271670409,3.044522437723423,0.0,1,1
2407.18961,2024-07-30,660,21,83,6.359573868672378,2.995732273553991,3.784189633918261,2,0
2407.19340,2024-07-30,660,21,95,6.338594078203183,2.995732273553991,3.6375861597263857,2,0
2407.19474,2024-07-30,660,21,133,6.269096283706261,2.833213344056216,4.709530201312334,5,0
2407.19548,2024-07-30,660,21,133,6.269096283706261,2.833213344056216,4.672828834461906,5,0
2407.19584,2024-07-30,660,21,110,6.311734809152915,2.8903717578961645,3.8066624897703196,4,0
2407.19593,2024-07-30,660,21,133,6.269096283706261,2.833213344056216,4.804021044733257,5,0
2407.19594,2024-07-30,660,21,110,6.311734809152915,2.8903717578961645,4.499809670330265,4,0
2407.19672,2024-07-30,660,21,90,6.3473892096560105,2.995732273553991,3.5263605246161616,2,0
2407.19795,2024-07-30,660,21,69,6.3835066348840055,2.9444389791664403,4.07753744390572,3,0
2407.19835,2024-07-30,660,21,21,6.461468176353717,3.044522437723423,0.0,1,1
2407.19914,2024-07-30,660,21,110,6.311734809152915,2.8903717578961645,4.59511985013459,4,0
2407.19918,2024-07-30,660,21,133,6.269096283706261,2.833213344056216,4.418840607796598,5,0
2407.19985,2024-07-30,660,21,95,6.338594078203183,2.995732273553991,4.07753744390572,2,0
2407.20020,2024-07-30,660,21,133,6.269096283706261,2.833213344056216,4.736198448394496,5,0
2407.20171,2024-07-30,660,21,69,6.3835066348840055,2.9444389791664403,3.5263605246161616,3,0
2407.20179,2024-07-30,660,21,47,6.419994928147142,3.044522437723423,0.0,1,1
2407.20183,2024-07-30,660,21,83,6.359573868672378,2.995732273553991,3.713572066704308,2,0
2407.20267,2024-07-31,298,10,122,5.176149732573829,2.0794415416798357,4.51085950651685,3,0
2407.20445,2024-07-31,298,10,45,5.537334267018537,2.1972245773362196,3.1354942159291497,2,0
2407.20581,2024-07-31,298,10,52,5.5093883366279774,2.1972245773362196,3.367295829986474,2,0
2407.20595,2024-07-31,298,10,122,5.176149732573829,2.0794415416798357,4.61512051684126,3,0
2407.20729,2024-07-31,298,10,52,5.5093883366279774,2.1972245773362196,3.2188758248682006,2,0
2407.20743,2024-07-31,298,10,122,5.176149732573829,2.0794415416798357,4.007333185232471,3,0
2407.20750,2024-07-31,298,10,45,5.537334267018537,2.1972245773362196,3.1780538303479458,2,0
2407.20798,2024-07-31,298,10,24,5.616771097666572,2.302585092994046,0.0,1,1
2407.21017,2024-07-31,298,10,23,5.62040086571715,2.302585092994046,0.0,1,1
2407.21018,2024-07-31,298,10,32,5.58724865840025,2.302585092994046,0.0,1,1
2404.01300,2024-08-01,261,13,45,5.37989735354046,2.302585092994046,3.7376696182833684,4,0
2407.20229,2024-08-01,261,13,7,5.541263545158426,2.5649493574615367,0.0,1,1
2407.21475,2024-08-01,261,13,45,5.37989735354046,2.302585092994046,3.6888794541139363,4,0
2407.21530,2024-08-01,261,13,10,5.529429087511423,2.5649493574615367,0.0,1,1
2407.21630,2024-08-01,261,13,8,5.537334267018537,2.5649493574615367,0.0,1,1
2407.21646,2024-08-01,261,13,33,5.43372200355424,2.4849066497880004,2.772588722239781,2,0
2407.21686,2024-08-01,261,13,45,5.37989735354046,2.302585092994046,3.6375861597263857,4,0
2407.21705,2024-08-01,261,13,45,5.37989735354046,2.302585092994046,2.9444389791664403,4,0
2407.21721,2024-08-01,261,13,9,5.53338948872752,2.5649493574615367,0.0,1,1
2407.21770,2024-08-01,261,13,22,5.480638923341991,2.5649493574615367,0.0,1,1
2407.21772,2024-08-01,261,13,33,5.43372200355424,2.4849066497880004,2.9444389791664403,2,0
2407.21781,2024-08-01,261,13,127,4.90527477843843,2.4849066497880004,4.787491742782046,2,0
2407.21783,2024-08-01,261,13,127,4.90527477843843,2.4849066497880004,2.1972245773362196,2,0
2407.21139,2024-08-02,414,17,108,5.726847747587197,2.6390573296152584,4.624972813284271,4,0
2407.21794,2024-08-02,414,17,65,5.857933154483459,2.6390573296152584,4.0943445622221,4,0
2408.00118,2024-08-02,414,17,108,5.726847747587197,2.6390573296152584,3.4011973816621555,4,0
2408.00167,2024-08-02,414,17,108,5.726847747587197,2.6390573296152584,4.5217885770490405,4,0
2408.00203,2024-08-02,414,17,65,5.857933154483459,2.6390573296152584,3.7376696182833684,4,0
2408.00205,2024-08-02,414,17,108,5.726847747587197,2.6390573296152584,4.6443908991413725,4,0
2408.00298,2024-08-02,414,17,46,5.910796644040527,2.70805020110221,3.58351893845611,3,0
2408.00458,2024-08-02,414,17,18,5.983936280687191,2.772588722239781,1.9459101490553132,2,0
2408.00584,2024-08-02,414,17,18,5.983936280687191,2.772588722239781,2.5649493574615367,2,0
2408.00653,2024-08-02,414,17,31,5.950642552587727,2.833213344056216,0.0,1,1
2408.00690,2024-08-02,414,17,46,5.910796644040527,2.70805020110221,3.091042453358316,3,0
2408.00714,2024-08-02,414,17,123,5.676753802268282,2.833213344056216,0.0,1,1
2408.00735,2024-08-02,414,17,23,5.971261839790462,2.772588722239781,2.0794415416798357,2,0
2408.00754,2024-08-02,414,17,65,5.857933154483459,2.6390573296152584,3.7612001156935624,4,0
2408.00760,2024-08-02,414,17,23,5.971261839790462,2.772588722239781,2.833213344056216,2,0
2408.00762,2024-08-02,414,17,46,5.910796644040527,2.70805020110221,3.6109179126442243,3,0
2408.00765,2024-08-02,414,17,65,5.857933154483459,2.6390573296152584,3.9889840465642745,4,0
2407.20060,2024-08-05,155,8,61,4.553876891600541,1.9459101490553132,3.970291913552122,2,0
2408.00103,2024-08-05,155,8,44,4.718498871295094,1.791759469228055,3.044522437723423,3,0
2408.00113,2024-08-05,155,8,44,4.718498871295094,1.791759469228055,3.6109179126442243,3,0
2408.00397,2024-08-05,155,8,44,4.718498871295094,1.791759469228055,3.4965075614664802,3,0
2408.00874,2024-08-05,155,8,61,4.553876891600541,1.9459101490553132,2.302585092994046,2,0
2408.01031,2024-08-05,155,8,27,4.859812404361672,2.0794415416798357,0.0,1,1
2408.01291,2024-08-05,155,8,12,4.969813299576001,2.0794415416798357,0.0,1,1
2408.01337,2024-08-05,155,8,11,4.976733742420574,2.0794415416798357,0.0,1,1
2408.01050,2024-08-06,359,14,9,5.860786223465865,2.6390573296152584,0.0,1,1
2408.01584,2024-08-06,359,14,10,5.857933154483459,2.6390573296152584,0.0,1,1
2408.01800,2024-08-06,359,14,140,5.393627546352362,2.4849066497880004,3.8066624897703196,3,0
2408.02085,2024-08-06,359,14,50,5.736572297479192,2.5649493574615367,3.4657359027997265,2,0
2408.02210,2024-08-06,359,14,140,5.393627546352362,2.4849066497880004,4.882801922586371,3,0
2408.02226,2024-08-06,359,14,26,5.811140992976701,2.5649493574615367,2.772588722239781,2,0
2408.02373,2024-08-06,359,14,33,5.7899601708972535,2.5649493574615367,3.367295829986474,2,0
2408.02545,2024-08-06,359,14,40,5.768320995793772,2.6390573296152584,0.0,1,1
2408.02555,2024-08-06,359,14,50,5.736572297479192,2.5649493574615367,2.995732273553991,2,0
2408.02600,2024-08-06,359,14,11,5.855071922202427,2.6390573296152584,0.0,1,1
2408.02622,2024-08-06,359,14,40,5.768320995793772,2.6390573296152584,0.0,1,1
2408.02629,2024-08-06,359,14,26,5.811140992976701,2.5649493574615367,2.4849066497880004,2,0
2408.02657,2024-08-06,359,14,140,5.393627546352362,2.4849066497880004,4.663439094112067,3,0
2408.02666,2024-08-06,359,14,33,5.7899601708972535,2.5649493574615367,1.791759469228055,2,0
2408.01708,2024-08-07,347,12,4,5.840641657373398,2.4849066497880004,0.0,1,1
2408.02718,2024-08-07,347,12,153,5.272999558563747,2.302585092994046,4.532599493153256,3,0
2408.02752,2024-08-07,347,12,77,5.602118820879701,2.302585092994046,4.143134726391533,3,0
2408.02900,2024-08-07,347,12,153,5.272999558563747,2.302585092994046,4.812184355372417,3,0
2408.03178,2024-08-07,347,12,77,5.602118820879701,2.302585092994046,3.6375861597263857,3,0
2408.03209,2024-08-07,347,12,77,5.602118820879701,2.302585092994046,4.02535169073515,3,0
2408.03256,2024-08-07,347,12,20,5.793013608384144,2.3978952727983707,2.3978952727983707,2,0
2408.03281,2024-08-07,347,12,20,5.793013608384144,2.3978952727983707,2.3978952727983707,2,0
2408.03284,2024-08-07,347,12,11,5.820082930352362,2.4849066497880004,0.0,1,1
2408.03314,2024-08-07,347,12,82,5.583496308781699,2.3978952727983707,2.772588722239781,2,0
2408.03325,2024-08-07,347,12,82,5.583496308781699,2.3978952727983707,4.219507705176107,2,0
2408.03326,2024-08-07,347,12,153,5.272999558563747,2.302585092994046,4.532599493153256,3,0
2408.03356,2024-08-08,195,11,24,5.147494476813453,2.302585092994046,2.70805020110221,2,0
2408.03541,2024-08-08,195,11,37,5.0689042022202315,2.3978952727983707,0.0,1,1
2408.03588,2024-08-08,195,11,18,5.181783550292085,2.302585092994046,2.3978952727983707,2,0
2408.03615,2024-08-08,195,11,44,5.0238805208462765,2.302585092994046,2.6390573296152584,2,0
2408.03695,2024-08-08,195,11,44,5.0238805208462765,2.302585092994046,3.4657359027997265,2,0
2408.03822,2024-08-08,195,11,24,5.147494476813453,2.302585092994046,2.3978952727983707,2,0
2408.03837,2024-08-08,195,11,18,5.181783550292085,2.3978952727983707,0.0,1,1
2408.03900,2024-08-08,195,11,18,5.181783550292085,2.302585092994046,2.1972245773362196,2,0
2408.03906,2024-08-08,195,11,28,5.123963979403259,2.3978952727983707,0.0,1,1
2408.03910,2024-08-08,195,11,18,5.181783550292085,2.3978952727983707,0.0,1,1
2408.03923,2024-08-08,195,11,8,5.236441962829949,2.3978952727983707,0.0,1,1
2406.04604,2024-08-09,406,13,201,5.327876168789581,2.3978952727983707,5.288267030694535,3,0
2407.18245,2024-08-09,406,13,47,5.886104031450156,2.3978952727983707,3.58351893845611,3,0
2408.02816,2024-08-09,406,13,5,5.996452088619021,2.5649493574615367,0.0,1,1
2408.03361,2024-08-09,406,13,99,5.730099782973574,2.4849066497880004,2.70805020110221,2,0
2408.04034,2024-08-09,406,13,8,5.988961416889864,2.5649493574615367,0.0,1,1
2408.04284,2024-08-09,406,13,25,5.945420608606575,2.5649493574615367,0.0,1,1
2408.04303,2024-08-09,406,13,201,5.327876168789581,2.3978952727983707,5.19295685089021,3,0
2408.04520,2024-08-09,406,13,6,5.993961427306569,2.5649493574615367,0.0,1,1
2408.04567,2024-08-09,406,13,47,5.886104031450156,2.3978952727983707,3.091042453358316,3,0
2408.04594,2024-08-09,406,13,99,5.730099782973574,2.4849066497880004,4.454347296253507,2,0
2408.04614,2024-08-09,406,13,15,5.971261839790462,2.5649493574615367,0.0,1,1
2408.04619,2024-08-09,406,13,201,5.327876168789581,2.3978952727983707,3.295836866004329,3,0
2408.04631,2024-08-09,406,13,47,5.886104031450156,2.3978952727983707,3.6635616461296463,3,0
2408.04682,2024-08-12,204,10,18,5.231108616854587,2.302585092994046,0.0,1,1
2408.04708,2024-08-12,204,10,20,5.220355825078324,2.0794415416798357,2.5649493574615367,3,0
2408.04785,2024-08-12,204,10,8,5.2832037287379885,2.302585092994046,0.0,1,1
2408.04810,2024-08-12,204,10,107,4.584967478670572,2.0794415416798357,4.430816798843313,3,0
2408.04840,2024-08-12,204,10,107,4.584967478670572,2.0794415416798357,4.31748811353631,3,0
2408.05086,2024-08-12,204,10,20,5.220355825078324,2.0794415416798357,2.772588722239781,3,0
2408.05101,2024-08-12,204,10,20,5.220355825078324,2.0794415416798357,2.6390573296152584,3,0
2408.05147,2024-08-12,204,10,42,5.093750200806762,2.302585092994046,0.0,1,1
2408.05205,2024-08-12,204,10,9,5.278114659230517,2.302585092994046,0.0,1,1
2408.05211,2024-08-12,204,10,107,4.584967478670572,2.0794415416798357,4.060443010546419,3,0
2408.05506,2024-08-13,428,11,9,6.040254711277414,2.3978952727983707,0.0,1,1
2408.05939,2024-08-13,428,11,268,5.081404364984463,1.791759469228055,5.541263545158426,6,0
2408.06019,2024-08-13,428,11,268,5.081404364984463,1.791759469228055,5.537334267018537,6,0
2408.06070,2024-08-13,428,11,268,5.081404364984463,1.791759469228055,5.365976015021851,6,0
2408.06072,2024-08-13,428,11,268,5.081404364984463,1.791759469228055,5.442417710521793,6,0
2408.06142,2024-08-13,428,11,134,5.68697535633982,2.1972245773362196,4.418840607796598,3,0
2408.06190,2024-08-13,428,11,268,5.081404364984463,1.791759469228055,5.5254529391317835,6,0
2408.06195,2024-08-13,428,11,134,5.68697535633982,2.1972245773362196,4.127134385045092,3,0
2408.06292,2024-08-13,428,11,268,5.081404364984463,1.791759469228055,4.948759890378168,6,0
2408.06316,2024-08-13,428,11,134,5.68697535633982,2.1972245773362196,4.836281906951478,3,0
2408.06327,2024-08-13,428,11,17,6.021023349349527,2.3978952727983707,0.0,1,1
2408.05492,2024-08-14,336,15,69,5.5909869805108565,2.6390573296152584,4.143134726391533,2,0
2408.05928,2024-08-14,336,15,38,5.700443573390687,2.6390573296152584,3.4965075614664802,2,0
