arxiv_id_clean,title,published_v1,n_authors,primary_category,all_categories,abstract_n_chars,strat_month,strat_cat
2308.00425,Discourse-Aware Text Simplification: From Complex Sentences to Linked Propositions,2023-08-01T10:10:59Z,4,cs.CL,cs.CL; cs.AI,1918,2023-08,cs.CL
2308.02537,ALE: A Simulation-Based Active Learning Evaluation Framework for the Parameter-Driven Comparison of Query Strategies for NLP,2023-08-01T10:42:11Z,8,cs.CL,cs.CL; cs.AI,1433,2023-08,cs.CL
2308.00447,Structural Embeddings of Tools for Large Language Models,2023-08-01T10:46:09Z,1,cs.AI,cs.AI; cs.CL,933,2023-08,cs.CL
2308.00479,Retrieval Augmented Generation and Representative Vector Summarization for large unstructured textual data in Medical Education,2023-08-01T12:04:50Z,2,cs.CL,cs.CL; cs.AI,643,2023-08,cs.CL
2308.00528,Unimodal Intermediate Training for Multimodal Meme Sentiment Classification,2023-08-01T13:14:10Z,3,cs.CL,cs.CL,768,2023-08,cs.CL
2308.02539,CoSMo: A constructor specification language for Abstract Wikipedia's content selection process,2023-08-01T13:57:23Z,3,cs.CL,cs.CL,1058,2023-08,cs.CL
2308.02541,Towards More Human-like AI Communication: A Review of Emergent Communication Research,2023-08-01T14:43:10Z,1,cs.CL,cs.CL; cs.AI; cs.HC; cs.MA,1397,2023-08,cs.CL
2308.00624,JIANG: Chinese Open Foundation Language Model,2023-08-01T15:51:41Z,6,cs.CL,cs.CL; cs.AI,1056,2023-08,cs.CL
2308.00683,CodeBPE: Investigating Subtokenization Options for Large Language Model Pretraining on Source Code,2023-08-01T17:40:48Z,2,cs.LG,cs.LG; cs.CL; cs.SE,695,2023-08,cs.CL
2308.00755,The Bias Amplification Paradox in Text-to-Image Generation,2023-08-01T18:00:08Z,3,cs.LG,cs.LG; cs.CL; cs.CV; cs.CY,1061,2023-08,cs.CL
2308.00762,Self-Supervised Contrastive BERT Fine-tuning for Fusion-based Reviewed-Item Retrieval,2023-08-01T18:01:21Z,9,cs.IR,cs.IR; cs.CL; cs.LG,1912,2023-08,cs.CL
2308.00802,GRDD: A Dataset for Greek Dialectal NLP,2023-08-01T19:34:18Z,6,cs.CL,cs.CL,877,2023-08,cs.CL
2308.02548,Aspect based sentimental analysis for travellers' reviews,2023-08-01T21:23:02Z,3,cs.CL,cs.CL,842,2023-08,cs.CL
2308.03679,"Proceedings Modalities in substructural logics: Applications at the interfaces of logic, language and computation",2023-08-01T22:40:19Z,2,cs.LO,cs.LO; cs.CL,635,2023-08,cs.CL
2308.00878,DiactTOD: Learning Generalizable Latent Dialogue Acts for Controllable Task-Oriented Dialogue Systems,2023-08-01T23:29:16Z,4,cs.CL,cs.CL,1055,2023-08,cs.CL
2308.00939,Feature-aware conditional GAN for category text generation,2023-08-02T04:43:54Z,4,cs.CL,cs.CL; cs.AI,1484,2023-08,cs.CL
2308.00946,Teaching Smaller Language Models To Generalise To Unseen Compositional Questions,2023-08-02T05:00:12Z,4,cs.CL,cs.CL; cs.AI,1247,2023-08,cs.CL
2308.01018,SALTTS: Leveraging Self-Supervised Speech Representations for improved Text-to-Speech Synthesis,2023-08-02T08:59:52Z,3,cs.CL,cs.CL; cs.SD; eess.AS,998,2023-08,cs.CL
2308.01044,Chat Translation Error Detection for Assisting Cross-lingual Communications,2023-08-02T09:38:29Z,7,cs.CL,cs.CL; cs.AI,563,2023-08,cs.CL
2308.02556,Industrial Memories: Exploring the Findings of Government Inquiries with Neural Word Embedding and Machine Learning,2023-08-02T10:39:11Z,3,cs.CL,cs.CL; cs.CY,596,2023-08,cs.CL
2308.01080,Leveraging Few-Shot Data Augmentation and Waterfall Prompting for Response Generation,2023-08-02T11:04:27Z,4,cs.CL,cs.CL,665,2023-08,cs.CL
2308.01927,MultiEM: Efficient and Effective Unsupervised Multi-Table Entity Matching,2023-08-02T11:39:19Z,6,cs.DB,cs.DB; cs.CL; cs.IR,1109,2023-08,cs.CL
2308.01126,Beyond Generic: Enhancing Image Captioning with Real-World Knowledge using Vision-Language Pre-Training Model,2023-08-02T13:09:57Z,6,cs.CV,cs.CV; cs.CL; cs.MM,1718,2023-08,cs.CL
2308.01143,ADS-Cap: A Framework for Accurate and Diverse Stylized Captioning with Unpaired Stylistic Corpora,2023-08-02T13:33:20Z,6,cs.CV,cs.CV; cs.CL,1156,2023-08,cs.CL
2308.01154,Arithmetic with Language Models: from Memorization to Computation,2023-08-02T13:58:37Z,2,cs.AI,cs.AI; cs.CL,1018,2023-08,cs.CL
2308.01210,Global Hierarchical Neural Networks using Hierarchical Softmax,2023-08-02T15:12:56Z,2,stat.ML,stat.ML; cs.CL; cs.LG,525,2023-08,cs.CL
2308.00210,Scene Separation & Data Selection: Temporal Segmentation Algorithm for Real-Time Video Stream Analysis,2023-08-01T00:53:05Z,3,cs.CV,cs.CV,710,2023-08,cs.CV
2308.00214,The Impact of Loss Functions and Scene Representations for 3D/2D Registration on Single-view Fluoroscopic X-ray Pose Estimation,2023-08-01T01:12:29Z,10,cs.CV,cs.CV; cs.LG; eess.IV,1623,2023-08,cs.CV
2308.00219,Multi-goal Audio-visual Navigation using Sound Direction Map,2023-08-01T01:26:55Z,2,cs.CV,cs.CV; cs.SD; eess.AS,1478,2023-08,cs.CV
2308.00220,Boundary Difference Over Union Loss For Medical Image Segmentation,2023-08-01T01:27:34Z,3,eess.IV,eess.IV; cs.CV,1120,2023-08,cs.CV
2308.00228,Using Scene and Semantic Features for Multi-modal Emotion Recognition,2023-08-01T01:54:55Z,2,cs.CV,cs.CV,1528,2023-08,cs.CV
2308.00236,Partitioned Saliency Ranking with Dense Pyramid Transformers,2023-08-01T02:33:10Z,5,cs.CV,cs.CV,1116,2023-08,cs.CV
2308.00247,Unleashing the Power of Self-Supervised Image Denoising: A Comprehensive Review,2023-08-01T03:00:36Z,7,eess.IV,eess.IV; cs.CV,1374,2023-08,cs.CV
2308.00255,LGViT: Dynamic Early Exiting for Accelerating Vision Transformer,2023-08-01T03:35:32Z,7,cs.CV,cs.CV; cs.AI,1516,2023-08,cs.CV
2308.00261,Improving Pixel-based MIM by Reducing Wasted Modeling Capability,2023-08-01T03:44:56Z,6,cs.CV,cs.CV,1217,2023-08,cs.CV
2308.00262,The Algonauts Project 2023 Challenge: UARK-UAlbany Team Solution,2023-08-01T03:46:59Z,4,cs.CV,cs.CV,923,2023-08,cs.CV
2308.00265,Benchmarking Ultra-High-Definition Image Reflection Removal,2023-08-01T03:56:50Z,5,cs.CV,cs.CV,1863,2023-08,cs.CV
2308.02530,Gated Driver Attention Predictor,2023-08-01T03:59:52Z,4,cs.CV,cs.CV; cs.AI,1356,2023-08,cs.CV
2308.00279,Robust Positive-Unlabeled Learning via Noise Negative Sample Self-correction,2023-08-01T04:34:52Z,10,cs.LG,cs.LG; cs.CV,1702,2023-08,cs.CV
2308.00287,A Study of Unsupervised Evaluation Metrics for Practical and Automatic Domain Adaptation,2023-08-01T05:01:05Z,7,cs.CV,cs.CV; cs.LG,1477,2023-08,cs.CV
2308.00291,Fundus-Enhanced Disease-Aware Distillation Model for Retinal Disease Classification from OCT Images,2023-08-01T05:13:02Z,5,eess.IV,eess.IV; cs.CV,1287,2023-08,cs.CV
2308.00301,Online Prototype Learning for Online Continual Learning,2023-08-01T05:46:40Z,5,cs.CV,cs.CV,1500,2023-08,cs.CV
2308.00303,Diffusion Model for Camouflaged Object Detection,2023-08-01T05:50:33Z,4,cs.CV,cs.CV,1332,2023-08,cs.CV
2308.00307,Domain Adaptation based on Human Feedback for Enhancing Generative Model Denoising Abilities,2023-08-01T05:59:02Z,2,cs.CV,cs.CV,1637,2023-08,cs.CV
2308.00310,GradOrth: A Simple yet Efficient Out-of-Distribution Detection with Orthogonal Projection of Gradients,2023-08-01T06:12:12Z,6,cs.CV,cs.CV; cs.LG,1149,2023-08,cs.CV
2308.00313,Zero-Shot Learning by Harnessing Adversarial Samples,2023-08-01T06:19:13Z,5,cs.CV,cs.CV,1566,2023-08,cs.CV
2308.00323,"Fine-Grained Sports, Yoga, and Dance Postures Recognition: A Benchmark Analysis",2023-08-01T07:00:13Z,4,cs.CV,cs.CV,1831,2023-08,cs.CV
2308.00353,Lowis3D: Language-Driven Open-World Instance-Level 3D Scene Understanding,2023-08-01T07:50:14Z,6,cs.CV,cs.CV,1910,2023-08,cs.CV
2308.00356,Deep Image Harmonization with Globally Guided Feature Transformation and Relation Distillation,2023-08-01T07:53:25Z,7,cs.CV,cs.CV,914,2023-08,cs.CV
2308.01867,MRQ:Support Multiple Quantization Schemes through Model Re-Quantization,2023-08-01T08:15:30Z,5,cs.LG,cs.LG; cs.CV,1642,2023-08,cs.CV
2308.00376,Deep Image Harmonization with Learnable Augmentation,2023-08-01T08:40:23Z,4,cs.CV,cs.CV,1081,2023-08,cs.CV
2308.00377,Shape Completion with Prediction of Uncertain Regions,2023-08-01T08:40:40Z,3,cs.CV,cs.CV; cs.AI; cs.LG; cs.RO,1512,2023-08,cs.CV
2308.02533,Improving Generalization of Adversarial Training via Robust Critical Fine-Tuning,2023-08-01T09:02:34Z,5,cs.LG,cs.LG; cs.CV,1478,2023-08,cs.CV
2308.00394,On the Generation of a Synthetic Event-Based Vision Dataset for Navigation and Landing,2023-08-01T09:14:20Z,5,cs.CV,cs.CV; cs.RO,1595,2023-08,cs.CV
2308.00398,DriveAdapter: Breaking the Coupling Barrier of Perception and Planning in End-to-End Autonomous Driving,2023-08-01T09:21:53Z,6,cs.RO,cs.RO; cs.CV,1911,2023-08,cs.CV
2308.00401,VideoPro: A Visual Analytics Approach for Interactive Video Programming,2023-08-01T09:28:48Z,9,cs.CV,cs.CV; cs.HC; cs.MM,1408,2023-08,cs.CV
2308.00402,Metrics to Quantify Global Consistency in Synthetic Medical Images,2023-08-01T09:29:39Z,4,eess.IV,eess.IV; cs.CV,1675,2023-08,cs.CV
2308.00408,Space Debris: Are Deep Learning-based Image Enhancements part of the Solution?,2023-08-01T09:38:41Z,4,eess.IV,eess.IV; cs.CV; physics.space-ph,1222,2023-08,cs.CV
2308.02534,Exploring the Role of Explainability in AI-Assisted Embryo Selection,2023-08-01T09:46:31Z,8,cs.CV,cs.CV; cs.AI,861,2023-08,cs.CV
2308.02535,Learning to Generate Training Datasets for Robust Semantic Segmentation,2023-08-01T10:02:26Z,7,cs.CV,cs.CV; cs.LG,1232,2023-08,cs.CV
2308.00428,Multiscale Feature Learning Using Co-Tuplet Loss for Offline Handwritten Signature Verification,2023-08-01T10:14:43Z,2,cs.CV,cs.CV,1316,2023-08,cs.CV
2308.00429,Patch-wise Auto-Encoder for Visual Anomaly Detection,2023-08-01T10:15:15Z,3,cs.CV,cs.CV; cs.AI,893,2023-08,cs.CV
2308.00442,FLatten Transformer: Vision Transformer using Focused Linear Attention,2023-08-01T10:37:12Z,5,cs.CV,cs.CV,1271,2023-08,cs.CV
2308.03741,MAiVAR-T: Multimodal Audio-image and Video Action Recognizer using Transformers,2023-08-01T11:00:25Z,4,cs.CV,cs.CV; cs.AI; cs.LG; cs.MM,1294,2023-08,cs.CV
2308.00451,Physics-Driven Spectrum-Consistent Federated Learning for Palmprint Verification,2023-08-01T11:01:17Z,5,cs.CV,cs.CV,1859,2023-08,cs.CV
2308.00206,Synthetic Skull CT Generation with Generative Adversarial Networks to Train Deep Learning Models for Clinical Transcranial Ultrasound,2023-08-01T00:05:02Z,6,eess.IV,eess.IV; cs.LG,1752,2023-08,cs.LG
2308.00218,Deep Reinforcement Learning-Based Battery Conditioning Hierarchical V2G Coordination for Multi-Stakeholder Benefits,2023-08-01T01:19:56Z,5,eess.SY,eess.SY; cs.AI; cs.LG,1157,2023-08,cs.LG
2308.00225,Instructed to Bias: Instruction-Tuned Language Models Exhibit Emergent Cognitive Bias,2023-08-01T01:39:25Z,4,cs.AI,cs.AI; cs.CY; cs.LG,1035,2023-08,cs.LG
2308.00231,Capsa: A Unified Framework for Quantifying Risk in Deep Neural Networks,2023-08-01T02:07:47Z,6,cs.LG,cs.LG; cs.AI,1105,2023-08,cs.LG
2308.00718,Beam Detection Based on Machine Learning Algorithms,2023-08-01T02:25:08Z,2,physics.data-an,physics.data-an; cs.LG,386,2023-08,cs.LG
2308.00246,EEG-based Cognitive Load Classification using Feature Masked Autoencoding and Emotion Transfer Learning,2023-08-01T02:59:19Z,4,cs.LG,cs.LG; cs.AI; cs.HC,1438,2023-08,cs.LG
2308.00251,Best-Subset Selection in Generalized Linear Models: A Fast and Consistent Algorithm via Splicing Technique,2023-08-01T03:11:31Z,6,stat.ML,stat.ML; cs.LG; stat.CO; stat.ME,1028,2023-08,cs.LG
2308.00258,AQUILA: Communication Efficient Federated Learning with Adaptive Quantization in Device Selection Strategy,2023-08-01T03:41:47Z,7,cs.LG,cs.LG; cs.DC,1577,2023-08,cs.LG
2308.00263,Asynchronous Federated Learning with Bidirectional Quantized Communications and Buffered Aggregation,2023-08-01T03:50:58Z,2,cs.LG,cs.LG; eess.SP; math.OC,721,2023-08,cs.LG
2308.00273,Neural approximation of Wasserstein distance via a universal architecture for symmetric and factorwise group invariant functions,2023-08-01T04:11:19Z,2,cs.LG,cs.LG,1909,2023-08,cs.LG
2308.00278,Classes are not Clusters: Improving Label-based Evaluation of Dimensionality Reduction,2023-08-01T04:33:16Z,5,cs.LG,cs.LG,1437,2023-08,cs.LG
2308.00280,Data Collaboration Analysis applied to Compound Datasets and the Introduction of Projection data to Non-IID settings,2023-08-01T04:37:08Z,4,cs.LG,cs.LG,1829,2023-08,cs.LG
2308.00282,ZADU: A Python Library for Evaluating the Reliability of Dimensionality Reduction Embeddings,2023-08-01T04:38:15Z,8,cs.LG,cs.LG,1352,2023-08,cs.LG
2308.00284,CLAMS: A Cluster Ambiguity Measure for Estimating Perceptual Variability in Visual Clustering,2023-08-01T04:46:35Z,6,cs.HC,cs.HC; cs.LG,1554,2023-08,cs.LG
2308.00285,Predictive Modeling through Hyper-Bayesian Optimization,2023-08-01T04:46:58Z,4,cs.LG,cs.LG; stat.ML,1230,2023-08,cs.LG
2308.11624,Revolutionizing TCAD Simulations with Universal Device Encoding and Graph Attention Networks,2023-08-01T05:58:31Z,3,cs.LG,cs.LG; cs.AI; cs.AR,934,2023-08,cs.LG
2308.00311,Doubly Robust Instance-Reweighted Adversarial Training,2023-08-01T06:16:18Z,4,cs.LG,cs.LG; stat.ML,1442,2023-08,cs.LG
2308.00318,Pixel to policy: DQN Encoders for within & cross-game reinforcement learning,2023-08-01T06:29:33Z,3,cs.LG,cs.LG; cs.AI; cs.RO,1238,2023-08,cs.LG
2308.00327,Threshold-aware Learning to Generate Feasible Solutions for Mixed Integer Programs,2023-08-01T07:03:16Z,4,math.OC,math.OC; cs.AI; cs.LG,1462,2023-08,cs.LG
2308.00341,Monitoring Algorithmic Fairness under Partial Observations,2023-08-01T07:35:54Z,3,cs.AI,cs.AI; cs.LG,1442,2023-08,cs.LG
2308.00346,Dynamic ensemble selection based on Deep Neural Network Uncertainty Estimation for Adversarial Robustness,2023-08-01T07:41:41Z,5,cs.LG,cs.LG; cs.AI; cs.CR,1375,2023-08,cs.LG
2308.00350,Learning Green's Function Efficiently Using Low-Rank Approximations,2023-08-01T07:43:46Z,3,cs.LG,cs.LG; cs.AI; math.NA,691,2023-08,cs.LG
2308.00391,Counterfactual Graph Transformer for Traffic Flow Prediction,2023-08-01T09:12:08Z,4,cs.LG,cs.LG; cs.AI,1314,2023-08,cs.LG
2308.00393,A Survey of Time Series Anomaly Detection Methods in the AIOps Domain,2023-08-01T09:13:57Z,9,cs.LG,cs.LG; eess.SP,813,2023-08,cs.LG
2308.01207,BiERL: A Meta Evolutionary Reinforcement Learning Framework via Bilevel Optimization,2023-08-01T09:31:51Z,6,cs.NE,cs.NE; cs.AI; cs.LG,1059,2023-08,cs.LG
2308.02536,qgym: A Gym for Training and Benchmarking RL-Based Quantum Compilation,2023-08-01T10:07:20Z,4,quant-ph,quant-ph; cs.LG,876,2023-08,cs.LG
2308.02680,Fair Models in Credit: Intersectional Discrimination and the Amplification of Inequity,2023-08-01T10:34:26Z,4,cs.CY,cs.CY; cs.LG,1807,2023-08,cs.LG
2309.00178,Will sentiment analysis need subculture? A new data augmentation approach,2023-09-01T00:11:56Z,4,cs.CL,cs.CL,966,2023-09,cs.CL
2309.00180,Exploring the law of text geographic information,2023-09-01T00:14:51Z,4,cs.CL,cs.CL,1183,2023-09,cs.CL
2309.00208,Large Language Models for Semantic Monitoring of Corporate Disclosures: A Case Study on Korea's Top 50 KOSPI Companies,2023-09-01T01:51:28Z,4,cs.CL,cs.CL; cs.AI,1277,2023-09,cs.CL
2309.00215,Towards Addressing the Misalignment of Object Proposal Evaluation for Vision-Language Tasks via Semantic Grounding,2023-09-01T02:19:41Z,2,cs.CV,cs.CV; cs.CL,1218,2023-09,cs.CL
2309.00223,The FruitShell French synthesis system at the Blizzard 2023 Challenge,2023-09-01T02:56:20Z,6,eess.AS,eess.AS; cs.CL; cs.SD,1628,2023-09,cs.CL
2309.00230,JoTR: A Joint Transformer and Reinforcement Learning Framework for Dialog Policy Learning,2023-09-01T03:19:53Z,7,cs.CL,cs.CL,1508,2023-09,cs.CL
2309.00236,Image Hijacks: Adversarial Images can Control Generative Models at Runtime,2023-09-01T03:53:40Z,4,cs.LG,cs.LG; cs.CL; cs.CR,1048,2023-09,cs.CL
2309.00237,Publicly Shareable Clinical Large Language Model Built on Synthetic Clinical Notes,2023-09-01T04:01:20Z,15,cs.CL,cs.CL; cs.AI,1324,2023-09,cs.CL
2309.00238,ALJP: An Arabic Legal Judgment Prediction in Personal Status Cases Using Machine Learning Models,2023-09-01T04:08:45Z,5,cs.AI,cs.AI; cs.CL,1597,2023-09,cs.CL
2309.00240,FactLLaMA: Optimizing Instruction-Following Language Models with External Knowledge for Automated Fact-Checking,2023-09-01T04:14:39Z,2,cs.CL,cs.CL; cs.AI,1563,2023-09,cs.CL
2309.00244,NeuroSurgeon: A Toolkit for Subnetwork Analysis,2023-09-01T04:26:55Z,3,cs.LG,cs.LG; cs.CL,562,2023-09,cs.CL
2309.00246,Detecting Suicidality in Arabic Tweets Using Machine Learning and Deep Learning Techniques,2023-09-01T04:30:59Z,3,cs.CL,cs.CL,1738,2023-09,cs.CL
2309.00254,Why do universal adversarial attacks work on large language models?: Geometry might be the answer,2023-09-01T05:09:49Z,4,cs.LG,cs.LG; cs.CL; cs.CR,1131,2023-09,cs.CL
2309.00284,Enhancing the vocal range of single-speaker singing voice synthesis with melody-unsupervised pre-training,2023-09-01T06:40:41Z,5,cs.SD,cs.SD; cs.CL; eess.AS,1490,2023-09,cs.CL
2309.00312,Insights Into the Nutritional Prevention of Macular Degeneration based on a Comparative Topic Modeling Approach,2023-09-01T07:53:28Z,1,cs.CL,cs.CL,1789,2023-09,cs.CL
2309.00368,When Do Discourse Markers Affect Computational Sentence Understanding?,2023-09-01T09:54:28Z,4,cs.CL,cs.CL,1564,2023-09,cs.CL
2309.03223,Examining the Effectiveness of Chatbots in Gathering Family History Information in Comparison to the Standard In-Person Interview-Based Approach,2023-09-01T10:09:09Z,2,cs.HC,cs.HC; cs.CL; cs.LG,1594,2023-09,cs.CL
2309.00378,Long-Term Ad Memorability: Understanding & Generating Memorable Ads,2023-09-01T10:27:04Z,8,cs.CL,cs.CL; cs.CV; cs.HC,1765,2023-09,cs.CL
2309.00384,BatchPrompt: Accomplish more with less,2023-09-01T10:44:36Z,4,cs.CL,cs.CL,1819,2023-09,cs.CL
2309.00386,Satisfiability Checking of Multi-Variable TPTL with Unilateral Intervals Is PSPACE-Complete,2023-09-01T10:49:19Z,4,cs.LO,cs.LO; cs.CL; cs.FL,1172,2023-09,cs.CL
2309.00424,Learning Speech Representation From Contrastive Token-Acoustic Pretraining,2023-09-01T12:35:43Z,7,eess.AS,eess.AS; cs.AI; cs.CL; cs.SD,1480,2023-09,cs.CL
2309.00667,Taken out of context: On measuring situational awareness in LLMs,2023-09-01T17:27:37Z,8,cs.CL,cs.CL; cs.LG,1436,2023-09,cs.CL
2309.00614,Baseline Defenses for Adversarial Attacks Against Aligned Language Models,2023-09-01T17:59:44Z,10,cs.LG,cs.LG; cs.CL; cs.CR,1379,2023-09,cs.CL
2309.00723,Contextual Biasing of Named-Entities with Large Language Models,2023-09-01T20:15:48Z,7,cs.CL,cs.CL; cs.AI; cs.LG; cs.SD; eess.AS,1245,2023-09,cs.CL
2309.00743,Language-Conditioned Change-point Detection to Identify Sub-Tasks in Robotics Domains,2023-09-01T21:40:34Z,3,cs.RO,cs.RO; cs.AI; cs.CL,1604,2023-09,cs.CL
2309.00751,Let the Models Respond: Interpreting Language Model Detoxification Through the Lens of Prompt Dependence,2023-09-01T22:26:06Z,4,cs.CL,cs.CL,753,2023-09,cs.CL
2309.00770,Bias and Fairness in Large Language Models: A Survey,2023-09-02T00:32:55Z,9,cs.CL,cs.CL; cs.AI; cs.CY; cs.LG,1788,2023-09,cs.CL
2309.00779,"Value Kaleidoscope: Engaging AI with Pluralistic Human Values, Rights, and Duties",2023-09-02T01:24:59Z,13,cs.CL,cs.CL; cs.AI,1916,2023-09,cs.CL
2309.00789,LinkTransformer: A Unified Package for Record Linkage with Transformer Language Models,2023-09-02T01:45:27Z,2,cs.CL,cs.CL,1918,2023-09,cs.CL
2309.00841,LeanContext: Cost-Efficient Domain-Specific Question Answering Using LLMs,2023-09-02T06:33:18Z,3,cs.CL,cs.CL; cs.AI; cs.IR,1667,2023-09,cs.CL
2309.00857,Evaluating Transformer's Ability to Learn Mildly Context-Sensitive Languages,2023-09-02T08:17:29Z,2,cs.CL,cs.CL,781,2023-09,cs.CL
2309.00916,BLSP: Bootstrapping Language-Speech Pre-training via Behavior Alignment of Continuation Writing,2023-09-02T11:46:05Z,8,cs.CL,cs.CL; cs.SD; eess.AS,1564,2023-09,cs.CL
2309.00917,Knowledge Graph Embeddings for Multi-Lingual Structured Representations of Radiology Reports,2023-09-02T11:46:41Z,3,cs.CL,cs.CL; cs.AI,1423,2023-09,cs.CL
2309.05668,Studying the impacts of pre-training using ChatGPT-generated text on downstream tasks,2023-09-02T12:56:15Z,1,cs.CL,cs.CL; cs.AI,1583,2023-09,cs.CL
2309.00949,Multilingual Text Representation,2023-09-02T14:21:22Z,1,cs.CL,cs.CL,1077,2023-09,cs.CL
2309.00952,Bridge Diffusion Model: Bridge Chinese Text-to-Image Diffusion Model with English Communities,2023-09-02T14:30:56Z,8,cs.CL,cs.CL; cs.AI,1610,2023-09,cs.CL
2309.00187,Vision-aided nonlinear control framework for shake table tests,2023-09-01T00:59:43Z,5,eess.SY,eess.SY; cs.CV,1198,2023-09,cs.CV
2309.00188,DARC: Distribution-Aware Re-Coloring Model for Generalizable Nucleus Segmentation,2023-09-01T01:01:13Z,4,cs.CV,cs.CV,1268,2023-09,cs.CV
2309.00199,Diffusion Model with Clustering-based Conditioning for Food Image Generation,2023-09-01T01:40:39Z,5,cs.CV,cs.CV; cs.AI; cs.LG,1599,2023-09,cs.CV
2309.00206,Gap and Overlap Detection in Automated Fiber Placement,2023-09-01T01:48:21Z,2,cs.CV,cs.CV; cs.AI; eess.IV,1345,2023-09,cs.CV
2309.00216,Human-Inspired Facial Sketch Synthesis with Dynamic Adaptation,2023-09-01T02:27:05Z,4,cs.CV,cs.CV; cs.MM,1325,2023-09,cs.CV
2309.00227,What Makes Good Open-Vocabulary Detector: A Disassembling Perspective,2023-09-01T03:03:50Z,5,cs.CV,cs.CV,1910,2023-09,cs.CV
2309.00233,Object-Centric Multiple Object Tracking,2023-09-01T03:34:12Z,16,cs.CV,cs.CV,1242,2023-09,cs.CV
2309.00248,DiffuGen: Adaptable Approach for Generating Labeled Image Datasets using Stable Diffusion Models,2023-09-01T04:42:03Z,2,cs.CV,cs.CV; cs.AI,943,2023-09,cs.CV
2309.00252,Interpretable Medical Imagery Diagnosis with Self-Attentive Transformers: A Review of Explainable AI for Health Care,2023-09-01T05:01:52Z,1,cs.CV,cs.CV; cs.LG,934,2023-09,cs.CV
2309.00265,Application of Machine Learning in Melanoma Detection and the Identification of 'Ugly Duckling' and Suspicious Naevi: A Review,2023-09-01T05:50:47Z,6,eess.IV,eess.IV; cs.CV,1902,2023-09,cs.CV
2309.00277,SparseSat-NeRF: Dense Depth Supervised Neural Radiance Fields for Sparse Satellite Images,2023-09-01T06:21:02Z,2,cs.CV,cs.CV; cs.GR,1166,2023-09,cs.CV
2309.00287,Fast Diffusion EM: a diffusion model for blind inverse problems with application to deconvolution,2023-09-01T06:47:13Z,3,cs.CV,cs.CV,1049,2023-09,cs.CV
2309.00297,Fine-Grained Spatiotemporal Motion Alignment for Contrastive Video Representation Learning,2023-09-01T07:03:27Z,5,cs.CV,cs.CV,1317,2023-09,cs.CV
2309.00305,Efficient Surrogate Models for Materials Science Simulations: Machine Learning-based Prediction of Microstructure Properties,2023-09-01T07:29:44Z,6,cs.LG,cs.LG; cond-mat.mtrl-sci; cs.CV,1333,2023-09,cs.CV
2309.00310,Fusing Monocular Images and Sparse IMU Signals for Real-time Human Motion Capture,2023-09-01T07:52:08Z,8,cs.CV,cs.CV,1582,2023-09,cs.CV
2309.00314,ARFA: An Asymmetric Receptive Field Autoencoder Model for Spatiotemporal Prediction,2023-09-01T07:55:53Z,6,cs.CV,cs.CV,1130,2023-09,cs.CV
2309.00331,Human trajectory prediction using LSTM with Attention mechanism,2023-09-01T08:35:24Z,2,cs.CV,cs.CV; cs.RO,1475,2023-09,cs.CV
2309.00339,Robust Point Cloud Processing through Positional Embedding,2023-09-01T08:47:52Z,4,cs.CV,cs.CV,807,2023-09,cs.CV
2309.00347,Towards Contrastive Learning in Music Video Domain,2023-09-01T09:08:21Z,4,cs.IR,cs.IR; cs.CV; cs.MM; cs.SD; eess.AS,1225,2023-09,cs.CV
2309.00348,MuraNet: Multi-task Floor Plan Recognition with Relation Attention,2023-09-01T09:10:04Z,4,cs.CV,cs.CV,1676,2023-09,cs.CV
2309.00655,RigNet++: Semantic Assisted Repetitive Image Guided Network for Depth Completion,2023-09-01T09:11:20Z,6,cs.CV,cs.CV,1616,2023-09,cs.CV
2309.00350,How You Split Matters: Data Leakage and Subject Characteristics Studies in Longitudinal Brain MRI Analysis,2023-09-01T09:15:06Z,1,eess.IV,eess.IV; cs.CV,1229,2023-09,cs.CV
2309.00372,On the Localization of Ultrasound Image Slices within Point Distribution Models,2023-09-01T10:10:46Z,7,eess.IV,eess.IV; cs.CV,1485,2023-09,cs.CV
2309.00385,Dense Voxel 3D Reconstruction Using a Monocular Event Camera,2023-09-01T10:46:57Z,4,cs.CV,cs.CV; cs.AI,1589,2023-09,cs.CV
2309.00399,Fine-grained Recognition with Learnable Semantic Data Augmentation,2023-09-01T11:15:50Z,6,cs.CV,cs.CV,1803,2023-09,cs.CV
2309.00410,Selective Scene Text Removal,2023-09-01T12:07:40Z,3,cs.CV,cs.CV; cs.LG,571,2023-09,cs.CV
2309.00434,Improving the matching of deformable objects by learning to detect keypoints,2023-09-01T13:02:19Z,6,cs.CV,cs.CV,1094,2023-09,cs.CV
2309.00661,Zero-Shot Video Moment Retrieval from Frozen Vision-Language Models,2023-09-01T13:06:50Z,5,cs.CV,cs.CV,1614,2023-09,cs.CV
2309.00451,Unsupervised bias discovery in medical image segmentation,2023-09-01T13:29:26Z,5,cs.CV,cs.CV,994,2023-09,cs.CV
2309.00460,dacl10k: Benchmark for Semantic Bridge Damage Segmentation,2023-09-01T13:46:24Z,3,cs.CV,cs.CV,1243,2023-09,cs.CV
2309.00464,A Theoretical and Practical Framework for Evaluating Uncertainty Calibration in Object Detection,2023-09-01T14:02:44Z,3,cs.CV,cs.CV; cs.AI,986,2023-09,cs.CV
