arxiv_id_clean,title,published_v1,n_authors,primary_category,all_categories,abstract_n_chars,strat_month,strat_cat
2408.02684,Open Set Recognition for Random Forest,2024-08-01T04:21:14Z,4,cs.LG,cs.LG; stat.ML,1193,2024-08,cs.LG
2408.00278,High Performance Im2win and Direct Convolutions using Three Tensor Layouts on SIMD Architectures,2024-08-01T04:37:03Z,6,cs.LG,cs.LG; cs.AI; cs.NE,1102,2024-08,cs.LG
2408.00295,Contrastive Graph Representation Learning with Adversarial Cross-view Reconstruction and Information Bottleneck,2024-08-01T05:45:21Z,3,cs.LG,cs.LG; cs.AI,1813,2024-08,cs.LG
2408.00309,Discretizing Continuous Action Space with Unimodal Probability Distributions for On-Policy Reinforcement Learning,2024-08-01T06:06:53Z,5,cs.LG,cs.LG; cs.AI,1243,2024-08,cs.LG
2408.00310,Online Linear Programming with Batching,2024-08-01T06:13:24Z,3,cs.LG,cs.LG; math.OC,1577,2024-08,cs.LG
2408.00312,Adversarial Text Rewriting for Text-aware Recommender Systems,2024-08-01T06:14:42Z,3,cs.IR,cs.IR; cs.CR; cs.LG; cs.SI,1366,2024-08,cs.LG
2408.00326,Exploiting Preferences in Loss Functions for Sequential Recommendation via Weak Transitivity,2024-08-01T06:55:19Z,4,cs.LG,cs.LG; cs.IR,986,2024-08,cs.LG
2408.00329,OTAD: An Optimal Transport-Induced Robust Model for Agnostic Adversarial Attack,2024-08-01T07:04:18Z,3,cs.LG,cs.LG; cs.AI; math.OC; stat.ML,1372,2024-08,cs.LG
2408.00330,"""Patriarchy Hurts Men Too."" Does Your Model Agree? A Discussion on Fairness Assumptions",2024-08-01T07:06:30Z,2,cs.LG,cs.LG,1196,2024-08,cs.LG
2408.00342,MuJoCo MPC for Humanoid Control: Evaluation on HumanoidBench,2024-08-01T07:27:18Z,4,cs.RO,cs.RO; cs.AI; cs.LG,638,2024-08,cs.LG
2408.00346,Neural Graph Matching for Video Retrieval in Large-Scale Video-driven E-commerce,2024-08-01T07:31:23Z,6,cs.LG,cs.LG; cs.AI,1648,2024-08,cs.LG
2408.00359,Memorization Capacity for Additive Fine-Tuning with Small ReLU Networks,2024-08-01T07:58:51Z,4,cs.LG,cs.LG; stat.ML,1174,2024-08,cs.LG
2408.00376,On the Limitations and Prospects of Machine Unlearning for Generative AI,2024-08-01T08:35:40Z,5,cs.LG,cs.LG; cs.AI,1290,2024-08,cs.LG
2408.00386,What comes after transformers? -- A selective survey connecting ideas in deep learning,2024-08-01T08:50:25Z,1,cs.LG,cs.LG,1565,2024-08,cs.LG
2408.00399,Unsupervised Pairwise Causal Discovery on Heterogeneous Data using Mutual Information Measures,2024-08-01T09:11:08Z,2,cs.AI,cs.AI; cs.LG; stat.ME,1142,2024-08,cs.LG
2408.00421,Towards Evolutionary-based Automated Machine Learning for Small Molecule Pharmacokinetic Prediction,2024-08-01T09:46:06Z,2,cs.LG,cs.LG; cs.AI,1430,2024-08,cs.LG
2408.00426,A Cross-Domain Benchmark for Active Learning,2024-08-01T09:57:48Z,4,cs.LG,cs.LG,1305,2024-08,cs.LG
2408.00437,Efficient Patient Fine-Tuned Seizure Detection with a Tensor Kernel Machine,2024-08-01T10:16:57Z,3,eess.SP,eess.SP; cs.LG; stat.ML,998,2024-08,cs.LG
2408.00439,Rapid and Power-Aware Learned Optimization for Modular Receive Beamforming,2024-08-01T10:19:25Z,2,eess.SP,eess.SP; cs.IT; cs.LG,1585,2024-08,cs.LG
2408.00462,Designing Efficient LLM Accelerators for Edge Devices,2024-08-01T11:06:05Z,4,cs.AR,cs.AR; cs.LG,1500,2024-08,cs.LG
2409.00597,Multimodal Multi-turn Conversation Stance Detection: A Challenge Dataset and Effective Model,2024-09-01T03:16:30Z,8,cs.MM,cs.MM; cs.CL,1201,2024-09,cs.CL
2409.00598,Automatic Pseudo-Harmful Prompt Generation for Evaluating False Refusals in Large Language Models,2024-09-01T03:25:59Z,6,cs.CL,cs.CL; cs.CR; cs.CY; cs.LG,1125,2024-09,cs.CL
2409.00608,TinyAgent: Function Calling at the Edge,2024-09-01T04:23:48Z,10,cs.CL,cs.CL; cs.LG,1438,2024-09,cs.CL
2409.00614,DAMe: Personalized Federated Social Event Detection with Dual Aggregation Mechanism,2024-09-01T04:56:41Z,8,cs.CL,cs.CL; cs.AI,1178,2024-09,cs.CL
2409.00617,Does Knowledge Localization Hold True? Surprising Differences Between Entity and Relation Perspectives in Language Models,2024-09-01T05:09:11Z,7,cs.CL,cs.CL; cs.AI,1165,2024-09,cs.CL
2409.00625,Entity-Aware Biaffine Attention Model for Improved Constituent Parsing with Reduced Entity Violations,2024-09-01T05:59:54Z,1,cs.CL,cs.CL; cs.AI,1079,2024-09,cs.CL
2409.00626,Correcting FLORES Evaluation Dataset for Four African Languages,2024-09-01T06:13:03Z,10,cs.CL,cs.CL,1305,2024-09,cs.CL
2409.02122,Deep Knowledge-Infusion For Explainable Depression Detection,2024-09-01T06:13:55Z,3,cs.LG,cs.LG; cs.AI; cs.CL,1915,2024-09,cs.CL
2409.00696,Polyrating: A Cost-Effective and Bias-Aware Rating System for LLM Evaluation,2024-09-01T11:24:54Z,3,cs.CL,cs.CL; cs.AI,1192,2024-09,cs.CL
2409.10542,SAM4MLLM: Enhance Multi-Modal Large Language Model for Referring Expression Segmentation,2024-09-01T12:09:33Z,5,cs.AI,cs.AI; cs.CL; cs.CV,750,2024-09,cs.CL
2409.00721,Who Would Chatbots Vote For? Political Preferences of ChatGPT and Gemini in the 2024 European Union Elections,2024-09-01T13:40:13Z,2,cs.CY,cs.CY; cs.AI; cs.CL; cs.HC,1182,2024-09,cs.CL
2409.00727,Hound: Hunting Supervision Signals for Few and Zero Shot Node Classification on Text-attributed Graph,2024-09-01T14:20:01Z,9,cs.AI,cs.AI; cs.CL; cs.IR,1347,2024-09,cs.CL
2409.00781,Generating Media Background Checks for Automated Source Critical Reasoning,2024-09-01T17:06:06Z,1,cs.CL,cs.CL,1051,2024-09,cs.CL
2409.00787,The Dark Side of Human Feedback: Poisoning Large Language Models via User Inputs,2024-09-01T17:40:04Z,5,cs.CL,cs.CL; cs.AI; cs.CR; cs.LG,1575,2024-09,cs.CL
2409.00788,Modeling Text-Label Alignment for Hierarchical Text Classification,2024-09-01T17:48:29Z,2,cs.CL,cs.CL,1315,2024-09,cs.CL
2409.00800,Comparing Discrete and Continuous Space LLMs for Speech Recognition,2024-09-01T18:29:45Z,5,cs.CL,cs.CL,962,2024-09,cs.CL
2409.00819,"LibriheavyMix: A 20,000-Hour Dataset for Single-Channel Reverberant Multi-Talker Speech Separation, ASR and Speaker Diarization",2024-09-01T19:23:08Z,13,cs.SD,cs.SD; cs.CL; eess.AS,980,2024-09,cs.CL
2409.00830,Building FKG.in: a Knowledge Graph for Indian Food,2024-09-01T20:18:36Z,4,cs.AI,cs.AI; cs.CL; cs.IR,1258,2024-09,cs.CL
2409.00855,LanguaShrink: Reducing Token Overhead with Psycholinguistics,2024-09-01T22:09:20Z,6,cs.CL,cs.CL; stat.ML,1396,2024-09,cs.CL
2409.00856,Benchmarking LLM Code Generation for Audio Programming with Visual Dataflow Languages,2024-09-01T22:11:23Z,13,cs.SE,cs.SE; cs.AI; cs.CL; cs.PL,1466,2024-09,cs.CL
2409.00861,Harnessing the Power of Semi-Structured Knowledge and LLMs with Triplet-Based Prefiltering for Question Answering,2024-09-01T22:43:27Z,3,cs.CL,cs.CL; cs.AI; cs.LG; cs.LO,1756,2024-09,cs.CL
2409.00872,Self-evolving Agents with reflective and memory-augmented abilities,2024-09-01T23:36:34Z,14,cs.CL,cs.CL,458,2024-09,cs.CL
2409.00887,User-Specific Dialogue Generation with User Profile-Aware Pre-Training Model and Parameter-Efficient Fine-Tuning,2024-09-02T01:30:40Z,5,cs.CL,cs.CL; cs.AI,1416,2024-09,cs.CL
2409.00920,ToolACE: Winning the Points of LLM Function Calling,2024-09-02T03:19:56Z,27,cs.LG,cs.LG; cs.AI; cs.CL,1137,2024-09,cs.CL
2409.00935,Self-Judge: Selective Instruction Following with Alignment Self-Evaluation,2024-09-02T04:14:13Z,2,cs.CL,cs.CL,1918,2024-09,cs.CL
2409.00940,Large Language Models for Automatic Detection of Sensitive Topics,2024-09-02T04:50:42Z,9,cs.CL,cs.CL; cs.AI,1157,2024-09,cs.CL
2409.00965,What does it take to get state of the art in simultaneous speech-to-speech translation?,2024-09-02T06:04:07Z,2,cs.CL,cs.CL,527,2024-09,cs.CL
2409.00985,Co-Learning: Code Learning for Multi-Agent Reinforcement Collaborative Framework with Conversational Natural Language Interfaces,2024-09-02T07:03:22Z,6,cs.SE,cs.SE; cs.AI; cs.CL,897,2024-09,cs.CL
2409.00986,Personalized Lip Reading: Adapting to Your Unique Lip Movements with Vision and Language,2024-09-02T07:05:12Z,7,cs.CV,cs.CV; cs.CL; eess.AS; eess.IV,1730,2024-09,cs.CL
2409.00997,DataSculpt: Crafting Data Landscapes for Long-Context LLMs through Multi-Objective Partitioning,2024-09-02T07:23:13Z,11,cs.CL,cs.CL,1767,2024-09,cs.CL
2409.01011,Multi-Modal Multi-Granularity Tokenizer for Chu Bamboo Slip Scripts,2024-09-02T07:42:55Z,8,cs.CL,cs.CL; cs.CV,1058,2024-09,cs.CL
2409.01035,"Task-Specific Directions: Definition, Exploration, and Utilization in Parameter Efficient Fine-Tuning",2024-09-02T08:10:51Z,6,cs.CL,cs.CL; cs.CV; cs.LG,1638,2024-09,cs.CL
2409.01037,NYK-MS: A Well-annotated Multi-modal Metaphor and Sarcasm Understanding Benchmark on Cartoon-Caption Dataset,2024-09-02T08:14:49Z,4,cs.CL,cs.CL,1211,2024-09,cs.CL
2409.01053,A Perspective on Literary Metaphor in the Context of Generative AI,2024-09-02T08:27:29Z,2,cs.CL,cs.CL; cs.AI,800,2024-09,cs.CL
2409.10550,Agentic Society: Merging skeleton from real world and texture from Large Language Model,2024-09-02T08:28:19Z,3,cs.CY,cs.CY; cs.CL,1676,2024-09,cs.CL
2409.01073,SCOPE: Sign Language Contextual Processing with Embedding from LLMs,2024-09-02T08:56:12Z,6,cs.CV,cs.CV; cs.AI; cs.CL,1302,2024-09,cs.CL
2409.01087,Pre-Trained Language Models for Keyphrase Prediction: A Review,2024-09-02T09:15:44Z,3,cs.CL,cs.CL; cs.AI,1124,2024-09,cs.CL
2409.00584,FastBO: Fast HPO and NAS with Adaptive Fidelity Identification,2024-09-01T02:40:04Z,2,cs.LG,cs.LG; cs.AI; cs.CV,912,2024-09,cs.CV
2409.00585,"McCaD: Multi-Contrast MRI Conditioned, Adaptive Adversarial Diffusion Model for High-Fidelity MRI Synthesis",2024-09-01T02:40:55Z,7,cs.CV,cs.CV,1393,2024-09,cs.CV
2409.00589,Change-Aware Siamese Network for Surface Defects Segmentation under Complex Background,2024-09-01T02:48:11Z,5,cs.CV,cs.CV,1429,2024-09,cs.CV
2409.00590,COMOGen: A Controllable Text-to-3D Multi-object Generation Framework,2024-09-01T02:50:38Z,4,cs.CV,cs.CV,1279,2024-09,cs.CV
2409.00591,Attention-Guided Multi-scale Interaction Network for Face Super-Resolution,2024-09-01T02:53:24Z,6,cs.CV,cs.CV,1348,2024-09,cs.CV
2409.00603,Uncertainty-oriented Order Learning for Facial Beauty Prediction,2024-09-01T03:41:11Z,5,cs.CV,cs.CV,1124,2024-09,cs.CV
2409.00606,Style Transfer: From Stitching to Neural Networks,2024-09-01T04:07:03Z,8,cs.CV,cs.CV,783,2024-09,cs.CV
2409.00618,RegTrack: Simplicity Beneath Complexity in Robust Multi-Modal 3D Multi-Object Tracking,2024-09-01T05:09:32Z,4,cs.CV,cs.CV,1752,2024-09,cs.CV
2409.00620,Enhancing Vectorized Map Perception with Historical Rasterized Maps,2024-09-01T05:22:33Z,6,cs.CV,cs.CV; cs.AI,1405,2024-09,cs.CV
2409.00622,Roundabout Dilemma Zone Data Mining and Forecasting with Trajectory Prediction and Graph Neural Networks,2024-09-01T05:47:58Z,5,cs.CV,cs.CV; cs.AI; cs.LG,1204,2024-09,cs.CV
2409.02715,Recoverable Anonymization for Pose Estimation: A Privacy-Enhancing Approach,2024-09-01T05:58:00Z,8,cs.CV,cs.CV; cs.CR; cs.LG,962,2024-09,cs.CV
2409.00633,Make Your ViT-based Multi-view 3D Detectors Faster via Token Compression,2024-09-01T06:58:08Z,7,cs.CV,cs.CV,1407,2024-09,cs.CV
2409.00638,IGEV++: Iterative Multi-range Geometry Encoding Volumes for Stereo Matching,2024-09-01T07:02:36Z,6,cs.CV,cs.CV,1864,2024-09,cs.CV
2409.00639,"Artificial Intelligence in Gastrointestinal Bleeding Analysis for Video Capsule Endoscopy: Insights, Innovations, and Prospects (2008-2023)",2024-09-01T07:13:28Z,6,cs.CV,cs.CV; cs.AI,1664,2024-09,cs.CV
2409.00647,Modifying the U-Net's Encoder-Decoder Architecture for Segmentation of Tumors in Breast Ultrasound Images,2024-09-01T07:47:48Z,2,eess.IV,eess.IV; cs.CV,1856,2024-09,cs.CV
2409.00649,DeReStainer: H&E to IHC Pathological Image Translation via Decoupled Staining Channels,2024-09-01T07:56:33Z,4,eess.IV,eess.IV; cs.CV,1063,2024-09,cs.CV
2409.00654,Seed-to-Seed: Image Translation in Diffusion Seed Space,2024-09-01T08:07:59Z,3,cs.CV,cs.CV,1348,2024-09,cs.CV
2409.00665,Disparity Estimation Using a Quad-Pixel Sensor,2024-09-01T08:50:32Z,6,cs.CV,cs.CV,864,2024-09,cs.CV
2409.00673,Study of Dropout in PointPillars with 3D Object Detection,2024-09-01T09:30:54Z,2,cs.CV,cs.CV; cs.LG,913,2024-09,cs.CV
2409.00674,MERLiN: Single-Shot Material Estimation and Relighting for Photometric Stereo,2024-09-01T09:32:03Z,3,cs.CV,cs.CV,1412,2024-09,cs.CV
2409.02716,LIPIDS: Learning-based Illumination Planning In Discretized (Light) Space for Photometric Stereo,2024-09-01T09:54:16Z,3,cs.CV,cs.CV,1595,2024-09,cs.CV
2409.00685,Accurate Forgetting for All-in-One Image Restoration Model,2024-09-01T10:14:16Z,2,cs.CV,cs.CV,1619,2024-09,cs.CV
2409.00690,Decoupled and Interactive Regression Modeling for High-performance One-stage 3D Object Detection,2024-09-01T10:47:22Z,6,cs.CV,cs.CV,1400,2024-09,cs.CV
2409.00694,IAFI-FCOS: Intra- and across-layer feature interaction FCOS model for lesion detection of CT images,2024-09-01T10:58:48Z,7,cs.CV,cs.CV,1393,2024-09,cs.CV
2409.00695,Curriculum Prompting Foundation Models for Medical Image Segmentation,2024-09-01T11:00:18Z,7,cs.CV,cs.CV; cs.AI,1203,2024-09,cs.CV
2409.00698,Enhancing Remote Sensing Vision-Language Models for Zero-Shot Scene Classification,2024-09-01T11:39:13Z,8,cs.CV,cs.CV,925,2024-09,cs.CV
2409.00700,Seeing Your Speech Style: A Novel Zero-Shot Identity-Disentanglement Face-based Voice Conversion,2024-09-01T11:51:18Z,2,cs.SD,cs.SD; cs.AI; cs.CV; eess.AS,1300,2024-09,cs.CV
2409.00707,ReMOVE: A Reference-free Metric for Object Erasure,2024-09-01T12:26:14Z,5,cs.CV,cs.CV; cs.AI; cs.LG,911,2024-09,cs.CV
2409.00718,Multiscale Color Guided Attention Ensemble Classifier for Age-Related Macular Degeneration using Concurrent Fundus and Optical Coherence Tomography Images,2024-09-01T13:17:45Z,4,eess.IV,eess.IV; cs.AI; cs.CV,1521,2024-09,cs.CV
2409.00726,LPUWF-LDM: Enhanced Latent Diffusion Model for Precise Late-phase UWF-FA Generation on Limited Dataset,2024-09-01T14:09:00Z,13,cs.CV,cs.CV; cs.AI,1766,2024-09,cs.CV
2409.10544,OxML Challenge 2023: Carcinoma classification using data augmentation,2024-09-01T14:39:31Z,4,cs.CV,cs.CV,1113,2024-09,cs.CV
2409.00731,A Critical Analysis on Machine Learning Techniques for Video-based Human Activity Recognition of Surveillance Systems: A Review,2024-09-01T14:43:57Z,3,cs.CV,cs.CV,1511,2024-09,cs.CV
2409.00736,MoManifold: Learning to Measure 3D Human Motion via Decoupled Joint Acceleration Manifolds,2024-09-01T15:00:16Z,7,cs.CV,cs.CV,1158,2024-09,cs.CV
2409.00741,Trust And Balance: Few Trusted Samples Pseudo-Labeling and Temperature Scaled Loss for Effective Source-Free Unsupervised Domain Adaptation,2024-09-01T15:09:14Z,3,cs.CV,cs.CV,1487,2024-09,cs.CV
2409.00744,DSLO: Deep Sequence LiDAR Odometry Based on Inconsistent Spatio-temporal Propagation,2024-09-01T15:12:48Z,8,cs.CV,cs.CV; cs.RO,1474,2024-09,cs.CV
2409.00749,"Assessing UHD Image Quality from Aesthetics, Distortions, and Saliency",2024-09-01T15:26:11Z,9,cs.CV,cs.CV; eess.IV,1782,2024-09,cs.CV
2409.00751,Self-Supervised Vision Transformers for Writer Retrieval,2024-09-01T15:29:58Z,3,cs.CV,cs.CV; cs.LG,1000,2024-09,cs.CV
2409.00755,Trusted Unified Feature-Neighborhood Dynamics for Multi-View Classification,2024-09-01T15:48:20Z,9,cs.CV,cs.CV; cs.AI,1428,2024-09,cs.CV
2409.00575,Online Optimization for Learning to Communicate over Time-Correlated Channels,2024-09-01T01:28:53Z,5,cs.LG,cs.LG; cs.IT,1398,2024-09,cs.LG
2409.00592,Hyper-Compression: Model Compression via Hyperfunction,2024-09-01T02:57:41Z,8,cs.LG,cs.LG; cs.AI; cs.ET,1781,2024-09,cs.LG
2409.00604,Spatio-spectral graph neural operator for solving computational mechanics problems on irregular domain and unstructured grid,2024-09-01T03:59:40Z,2,cs.LG,cs.LG,1328,2024-09,cs.LG
2409.00607,Flight Delay Prediction using Hybrid Machine Learning Approach: A Case Study of Major Airlines in the United States,2024-09-01T04:18:41Z,4,cs.LG,cs.LG,1025,2024-09,cs.LG
2409.00610,ProteinRPN: Towards Accurate Protein Function Prediction with Graph-Based Region Proposals,2024-09-01T04:40:04Z,3,q-bio.QM,q-bio.QM; cs.LG,1751,2024-09,cs.LG
2409.02123,PuYun: Medium-Range Global Weather Forecasting Using Large Kernel Attention Convolutional Networks,2024-09-01T06:25:35Z,10,cs.LG,cs.LG; cs.AI; physics.ao-ph,1655,2024-09,cs.LG
2409.00629,Assessing the Impact of Upselling in Online Fantasy Sports,2024-09-01T06:26:42Z,1,cs.LG,cs.LG; stat.AP,681,2024-09,cs.LG
2409.02124,TrajWeaver: Trajectory Recovery with State Propagation Diffusion Model,2024-09-01T06:42:19Z,5,cs.LG,cs.LG; cs.AI,1777,2024-09,cs.LG
2409.00640,Time-series Crime Prediction Across the United States Based on Socioeconomic and Political Factors,2024-09-01T07:17:55Z,6,cs.LG,cs.LG,988,2024-09,cs.LG
2409.00644,Knowledge-data fusion oriented traffic state estimation: A stochastic physics-informed deep learning approach,2024-09-01T07:34:40Z,6,cs.LG,cs.LG,1716,2024-09,cs.LG
2409.00651,Adapting Physics-Informed Neural Networks for Bifurcation Detection in Ecological Migration Models,2024-09-01T08:00:31Z,2,nlin.CD,nlin.CD; cs.CY; cs.LG; q-bio.QM,1662,2024-09,cs.LG
2409.00664,Video-based Analysis Reveals Atypical Social Gaze in People with Autism Spectrum Disorder,2024-09-01T08:42:39Z,7,q-bio.NC,q-bio.NC; cs.LG,1185,2024-09,cs.LG
2409.00668,Data-driven ODE modeling of the high-frequency complex dynamics via a low-frequency dynamics model,2024-09-01T09:06:32Z,3,nlin.CD,nlin.CD; cs.LG; physics.data-an; stat.ML,1140,2024-09,cs.LG
2409.00670,Towards Faster Graph Partitioning via Pre-training and Inductive Inference,2024-09-01T09:11:34Z,8,cs.LG,cs.LG; cs.SI,1426,2024-09,cs.LG
2409.00687,When Heterophily Meets Heterogeneous Graphs: Latent Graphs Guided Unsupervised Representation Learning,2024-09-01T10:25:06Z,2,cs.LG,cs.LG; cs.AI; cs.SI,1115,2024-09,cs.LG
2409.12965,Streamlined optical training of large-scale modern deep learning architectures with direct feedback alignment,2024-09-01T12:48:47Z,15,cs.ET,cs.ET; cond-mat.dis-nn; cs.LG; physics.app-ph; physics.optics,1388,2024-09,cs.LG
2409.02126,Detecting Homeomorphic 3-manifolds via Graph Neural Networks,2024-09-01T12:58:09Z,2,cs.LG,cs.LG; hep-th,1256,2024-09,cs.LG
2409.00717,Preference-Based Multi-Agent Reinforcement Learning: Data Coverage and Algorithmic Techniques,2024-09-01T13:14:41Z,6,cs.LG,cs.LG; cs.AI; cs.GT; cs.MA,1163,2024-09,cs.LG
2409.00724,BUET Multi-disease Heart Sound Dataset: A Comprehensive Auscultation Dataset for Developing Computer-Aided Diagnostic Systems,2024-09-01T13:55:04Z,14,eess.SP,eess.SP; cs.AI; cs.LG; cs.SD; eess.AS,1248,2024-09,cs.LG
2409.00730,Generating Physical Dynamics under Priors,2024-09-01T14:43:47Z,3,cs.LG,cs.LG; stat.ML,1253,2024-09,cs.LG
2409.00733,Benign Overfitting under Learning Rate Conditions for $α$ Sub-exponential Input,2024-09-01T14:49:48Z,2,cs.LG,cs.LG; math.ST; stat.ML,1164,2024-09,cs.LG
2409.00735,AgGym: An agricultural biotic stress simulation environment for ultra-precision management planning,2024-09-01T14:55:45Z,11,cs.AI,cs.AI; cs.LG,1697,2024-09,cs.LG
2409.00743,Interpretable Clustering: A Survey,2024-09-01T15:09:51Z,5,cs.LG,cs.LG; cs.AI,1403,2024-09,cs.LG
2409.02127,Enabling Trustworthy Federated Learning in Industrial IoT: Bridging the Gap Between Interpretability and Robustness,2024-09-01T15:13:39Z,6,cs.LG,cs.LG; cs.AI,1315,2024-09,cs.LG
2409.00750,MaskGCT: Zero-Shot Text-to-Speech with Masked Generative Codec Transformer,2024-09-01T15:26:30Z,10,cs.SD,cs.SD; cs.AI; cs.LG; eess.AS,1598,2024-09,cs.LG
2409.00753,Generalized Multi-hop Traffic Pressure for Heterogeneous Traffic Perimeter Control,2024-09-01T15:46:55Z,5,cs.LG,cs.LG; eess.SY,1550,2024-09,cs.LG
2409.00774,SITUATE: Indoor Human Trajectory Prediction through Geometric Features and Self-Supervised Vision Representation,2024-09-01T16:36:07Z,7,cs.CV,cs.CV; cs.LG,1359,2024-09,cs.LG
2409.02128,The Application of Artificial Neural Network Model to Predicting the Acid Mine Drainage from Long-Term Lab Scale Kinetic Test,2024-09-01T16:39:37Z,5,cs.LG,cs.LG; cs.AI,1642,2024-09,cs.LG
2410.00292,Insight: A Multi-Modal Diagnostic Pipeline using LLMs for Ocular Surface Disease Diagnosis,2024-10-01T00:23:05Z,8,cs.CL,cs.CL; cs.CV,1446,2024-10,cs.CL
2410.03738,ERASMO: Leveraging Large Language Models for Enhanced Clustering Segmentation,2024-10-01T00:37:16Z,4,cs.CL,cs.CL; cs.AI,1202,2024-10,cs.CL
2410.00320,PointAD: Comprehending 3D Anomalies from Points and Pixels for Zero-shot 3D Anomaly Detection,2024-10-01T01:40:22Z,5,cs.CV,cs.CV; cs.CL,1251,2024-10,cs.CL
2410.00334,Preserving Generalization of Language models in Few-shot Continual Relation Extraction,2024-10-01T02:22:34Z,7,cs.CL,cs.CL; cs.AI,900,2024-10,cs.CL
2410.03739,"Grammar Induction from Visual, Speech and Text",2024-10-01T02:24:18Z,6,cs.CL,cs.CL; cs.AI,1252,2024-10,cs.CL
2410.00340,Sparse Attention Decomposition Applied to Circuit Tracing,2024-10-01T02:34:08Z,2,cs.LG,cs.LG; cs.AI; cs.CL,1294,2024-10,cs.CL
2410.03740,LEME: Open Large Language Models for Ophthalmology with Advanced Reasoning and Clinical Validation,2024-10-01T02:43:54Z,30,cs.CL,cs.CL,1880,2024-10,cs.CL
2410.00354,Hierarchical Organization Simulacra in the Investment Sector,2024-10-01T02:59:41Z,4,cs.CL,cs.CL,798,2024-10,cs.CL
2410.00359,Self-controller: Controlling LLMs with Multi-round Step-by-step Self-awareness,2024-10-01T03:14:12Z,2,cs.CL,cs.CL; cs.AI,1393,2024-10,cs.CL
2410.00361,PclGPT: A Large Language Model for Patronizing and Condescending Language Detection,2024-10-01T03:19:13Z,8,cs.CL,cs.CL,1217,2024-10,cs.CL
2410.00362,FedPT: Federated Proxy-Tuning of Large Language Models on Resource-Constrained Edge Devices,2024-10-01T03:20:39Z,5,cs.CL,cs.CL; cs.AI,1672,2024-10,cs.CL
2410.00363,Unleashing the Potentials of Likelihood Composition for Multi-modal Language Models,2024-10-01T03:22:52Z,6,cs.CL,cs.CL,1385,2024-10,cs.CL
2410.00382,"Answer When Needed, Forget When Not: Language Models Pretend to Forget via In-Context Knowledge Unlearning",2024-10-01T04:13:25Z,6,cs.CL,cs.CL,1456,2024-10,cs.CL
2410.00387,Boosting the Capabilities of Compact Models in Low-Data Contexts with Large Language Models and Retrieval-Augmented Generation,2024-10-01T04:20:14Z,2,cs.CL,cs.CL; cs.AI,1348,2024-10,cs.CL
2410.00409,AlignSum: Data Pyramid Hierarchical Fine-tuning for Aligning with Human Summarization Preference,2024-10-01T05:14:48Z,5,cs.CL,cs.CL,1252,2024-10,cs.CL
2410.00412,TPN: Transferable Proto-Learning Network towards Few-shot Document-Level Relation Extraction,2024-10-01T05:37:31Z,2,cs.CL,cs.CL; cs.IR,1241,2024-10,cs.CL
2410.00414,Semantic Parsing with Candidate Expressions for Knowledge Base Question Answering,2024-10-01T05:46:22Z,2,cs.CL,cs.CL,1677,2024-10,cs.CL
2410.00423,Are LLMs Aware that Some Questions are not Open-ended?,2024-10-01T06:07:00Z,2,cs.CL,cs.CL,1187,2024-10,cs.CL
2410.00427,Conversational Exploratory Search of Scholarly Publications Using Knowledge Graphs,2024-10-01T06:16:07Z,2,cs.CL,cs.CL; cs.IR,1385,2024-10,cs.CL
2410.00451,Unleashing the Unseen: Harnessing Benign Datasets for Jailbreaking Large Language Models,2024-10-01T07:11:55Z,4,cs.CR,cs.CR; cs.AI; cs.CL,1360,2024-10,cs.CL
2410.03742,Beyond Scalar Reward Model: Learning Generative Judge from Preference Data,2024-10-01T07:38:58Z,8,cs.CL,cs.CL; cs.AI; cs.LG,1290,2024-10,cs.CL
2410.00487,Self-Updatable Large Language Models by Integrating Context into Model Parameters,2024-10-01T08:18:17Z,6,cs.CL,cs.CL,1713,2024-10,cs.CL
2410.00502,Multi-Target Cross-Lingual Summarization: a novel task and a language-neutral approach,2024-10-01T08:33:57Z,3,cs.CL,cs.CL; cs.AI; cs.LG,681,2024-10,cs.CL
2410.03743,Mitigating Training Imbalance in LLM Fine-Tuning via Selective Parameter Merging,2024-10-01T08:44:31Z,7,cs.CL,cs.CL; cs.AI; cs.LG,717,2024-10,cs.CL
2410.00508,FlipGuard: Defending Preference Alignment against Update Regression with Constrained Optimization,2024-10-01T08:46:59Z,5,cs.CL,cs.CL; cs.AI,1132,2024-10,cs.CL
2410.00513,Cross-lingual Back-Parsing: Utterance Synthesis from Meaning Representation for Zero-Resource Semantic Parsing,2024-10-01T08:53:38Z,4,cs.CL,cs.CL; cs.AI,1220,2024-10,cs.CL
2410.00519,Exploring the Learning Capabilities of Language Models using LEVERWORLDS,2024-10-01T09:02:13Z,3,cs.CL,cs.CL; cs.AI,1375,2024-10,cs.CL
2410.00522,Annotation Guidelines for Corpus Novelties: Part 2 -- Alias Resolution Version 1.0,2024-10-01T09:06:52Z,2,cs.CL,cs.CL,445,2024-10,cs.CL
2410.00526,Benchmarking Large Language Models for Conversational Question Answering in Multi-instructional Documents,2024-10-01T09:10:00Z,7,cs.CL,cs.CL,1147,2024-10,cs.CL
2410.12816,Rethinking Misalignment in Vision-Language Model Adaptation from a Causal Perspective,2024-10-01T09:33:45Z,4,cs.CV,cs.CV; cs.CL; cs.LG,1356,2024-10,cs.CL
2410.00558,AMR-Evol: Adaptive Modular Response Evolution Elicits Better Knowledge Distillation for Large Language Models in Code Generation,2024-10-01T10:12:38Z,5,cs.CL,cs.CL; cs.AI; cs.SE,1373,2024-10,cs.CL
